id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
73,5,2004,6,0,200,1,1,67,243,0,49,51,267,0,22,15,14,77,63,1001,1,39,0,5,5,0,40,6,1,1,0,3,0,0,1,3,0,11,8,0,1,1,39,0,0,4,2,10,29.0,4.0,2.2612,354.6,0,202,21,6,1.3295,2.4112
247,37,2004,1,0,200,1,1,48,165,0,34,22,194,0,21,16,15,61,51,702,2,40,0,2,1,0,23,7,2,5,0,4,1,0,6,3,1,12,9,0,2,2,40,0,0,0,2,5,33.0,11.0,0.6391,203.9,0,146,9,8,0.0834,0.9162
326,40,2004,2,0,200,1,1,69,261,0,69,31,290,30,22,32,29,76,89,1095,1,18,9,3,5,0,53,9,2,4,0,7,0,0,0,5,1,3,8,5,0,0,9,0,0,8,2,1,3.0,0.0,-0.1458,290.8,0,208,3,1,0.4325,0.8821
629,90,2004,2,0,200,1,1,227,851,0,196,223,923,119,63,81,74,227,202,3511,1,35,35,18,5,0,141,30,1,7,6,19,2,0,0,7,1,0,16,24,0,0,0,1,1,19,11,0,0.0,0.0,2.9208,978.4001,0,682,0,0,6.4676,6.1626
986,144,2004,9,0,200,1,1,191,748,0,218,49,807,108,45,92,87,277,209,2876,2,33,31,13,9,0,161,43,5,6,8,6,0,0,0,8,3,0,23,21,0,0,2,0,0,6,11,0,0.0,0.0,0.0812,795.2005,0,575,0,0,3.0951,2.3202
1466,326,2004,7,0,200,1,1,19,78,0,26,3,91,10,10,23,22,34,17,329,0,4,4,0,3,0,14,6,2,1,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0.0,0.0,-1.2148,84.1,0,57,0,0,-0.5355,-0.9351
1757,362,2004,7,0,200,1,1,68,264,0,64,32,291,0,23,25,23,83,81,1074,2,41,0,1,1,0,46,11,0,3,2,5,0,0,0,0,1,12,4,0,1,1,41,0,0,7,5,0,32.0,14.0,-0.4094,134.1,0,206,2,3,0.1641,0.9907
1801,370,2004,7,0,200,1,1,12,51,0,20,2,56,3,4,14,14,12,18,208,0,3,3,0,2,0,11,6,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0.0,0.0,-0.6957,54.6,0,36,0,0,-0.1118,-0.5806
1820,374,2004,1,0,200,1,1,195,746,0,207,121,854,101,90,80,69,229,193,3162,2,34,34,11,10,0,152,39,7,6,3,13,3,0,0,7,5,0,27,16,0,0,0,0,0,5,12,0,0.0,0.0,0.1451,950.8004,0,587,0,0,2.4556,3.8527
1864,426,2004,9,0,200,1,1,0,1,0,0,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0063,0.1,0,2,0,0,0.0094,0.0371
2066,453,2004,4,0,200,1,1,30,114,0,26,8,125,18,11,11,11,32,47,419,2,4,4,2,1,0,15,6,0,0,0,5,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0.0,0.0,0.6446,107.4,0,92,0,0,-0.0886,0.909
2191,498,2004,3,0,200,1,1,83,289,0,49,56,314,0,19,16,14,114,68,1086,1,63,0,9,4,5,35,8,2,2,1,5,1,0,2,2,2,26,8,0,8,3,63,0,0,6,2,18,40.0,9.0,3.1642,483.8998,0,250,33,9,1.3525,3.3047
2493,518,2004,13,0,200,1,1,43,154,0,35,13,165,0,8,10,10,63,43,528,0,29,0,2,1,0,27,5,1,2,0,3,0,0,0,0,0,10,8,0,0,0,29,0,0,1,1,6,23.0,7.0,1.2938,151.3,0,129,9,2,0.1737,1.3038
2673,562,2004,7,0,200,1,1,68,269,0,74,39,291,0,17,31,27,84,71,1055,2,63,0,3,6,11,49,16,1,2,2,7,0,0,0,4,2,43,6,0,14,3,63,0,0,7,2,5,36.0,11.0,-1.0986,411.9002,0,206,19,11,0.2459,0.4013
2902,595,2004,13,0,200,1,1,31,110,0,26,13,128,0,13,7,7,25,50,430,0,23,0,0,1,0,18,7,2,2,0,1,0,0,0,3,1,6,2,0,2,2,23,0,0,0,2,2,11.0,1.0,0.2532,125.5,0,93,7,4,0.0951,0.9613
2963,600,2004,9,0,200,1,1,91,344,0,101,32,400,33,46,57,55,118,101,1466,1,30,9,5,3,1,74,15,1,7,5,7,0,0,0,1,2,9,16,4,2,0,21,0,0,5,4,0,19.0,3.0,-0.5452,371.1997,0,274,1,3,-0.3271,-0.6293
3219,609,2004,4,0,200,1,1,53,205,0,58,42,230,0,19,26,21,45,63,850,1,55,0,3,4,6,40,11,3,3,1,6,0,0,0,1,0,30,5,0,9,3,55,0,0,3,2,9,45.0,19.0,0.2589,292.9998,0,160,15,7,0.4105,0.3367
