id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
26572,4012,2016,13,0,200,1,1,33,129,0,37,21,147,0,15,15,15,31,41,518,1,27,0,0,1,2,27,6,0,2,1,3,0,0,5,1,1,14,4,0,3,0,27,0,0,2,1,1,16.0,2.0,0.0813,104.0,0,100,4,2,0.0182,0.0504
27274,4041,2016,1,0,200,1,1,3,18,0,8,3,20,0,2,7,7,3,4,78,2,2,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1.0,0.0,-0.026,5.8,0,11,0,0,-0.1046,-0.451
30870,4312,2016,1,0,200,1,1,95,366,0,104,50,395,0,18,41,40,99,121,1374,1,59,0,7,7,5,78,18,6,3,2,6,0,0,4,5,2,21,15,0,11,6,59,0,0,2,1,16,43.0,18.0,-1.4316,582.4999,0,286,26,20,1.2971,0.9492
35077,4621,2016,103,0,200,1,1,59,226,0,54,34,237,0,8,21,20,63,76,804,0,53,0,6,7,23,41,7,2,1,0,6,0,0,3,1,0,40,4,0,27,4,53,0,0,3,0,2,9.0,1.0,0.7041,448.0999,0,177,28,9,0.4388,0.8411
36244,4666,2016,13,0,200,1,1,25,102,0,29,13,111,0,9,8,8,30,29,393,2,23,0,1,0,0,23,4,0,0,0,2,0,0,2,1,0,14,2,0,0,0,23,0,0,2,2,1,25.0,4.0,-0.2532,30.0,0,77,0,1,0.0417,0.4472
37937,4715,2016,15,0,200,1,1,53,207,0,50,35,222,0,13,18,13,63,56,766,1,45,0,1,1,0,35,10,2,0,1,4,0,0,1,2,0,15,4,0,4,4,45,0,0,1,1,8,30.0,3.0,-0.124,224.1,0,160,11,7,0.4716,0.8404
40870,4890,2016,4,0,200,1,1,74,289,0,76,51,309,0,16,27,25,86,77,1059,1,48,0,0,5,7,47,13,2,2,3,13,0,0,8,4,0,34,6,0,10,2,48,0,0,6,1,5,26.0,12.0,-0.5453,292.3004,0,223,12,7,0.1339,1.3867
42060,4951,2016,14,0,200,1,1,44,182,0,55,28,195,0,12,27,23,48,50,660,2,32,0,1,3,6,35,12,1,0,0,8,0,0,2,0,0,20,4,0,10,2,32,0,0,1,3,1,17.0,4.0,-0.0202,188.3,0,134,4,3,-0.4377,-0.716
44066,5014,2016,5,0,200,1,1,21,88,0,30,13,96,6,6,12,11,18,29,344,2,4,4,0,3,0,23,6,1,1,0,1,0,0,0,1,0,0,5,2,0,0,0,0,0,2,0,0,0.0,0.0,-0.4734,100.9,0,65,0,0,0.4424,0.058
49595,5240,2016,15,0,200,1,1,182,678,0,164,126,733,53,41,73,67,201,194,2655,1,33,33,8,14,0,113,37,4,8,1,13,0,0,0,7,2,0,15,13,0,0,0,0,0,13,8,0,0.0,0.0,1.386,721.3008,0,547,0,0,3.6586,3.4166
50429,5254,2016,1,0,200,1,1,190,718,0,181,141,789,81,54,87,84,201,207,2907,1,33,33,9,12,0,137,21,10,5,6,17,1,0,1,7,2,0,10,15,0,0,0,0,0,28,8,0,0.0,0.0,0.5122,778.0,0,571,0,0,3.3461,2.8845
51161,5277,2016,103,0,200,1,1,48,190,0,53,29,208,0,16,24,24,51,59,736,1,31,0,1,1,2,36,8,1,1,0,9,0,0,0,3,0,14,3,0,2,0,31,0,0,2,3,1,20.0,4.0,0.4273,146.3,0,145,5,3,-0.9115,-0.3386
51755,5290,2016,14,0,200,1,1,198,742,0,171,145,810,100,51,72,70,194,237,2958,0,32,32,17,10,0,127,24,7,3,4,16,0,0,0,5,7,0,13,22,0,0,0,2,2,6,3,0,0.0,0.0,2.5778,805.2003,0,594,0,0,3.3398,4.2431
52349,5323,2016,4,0,200,1,1,90,360,0,105,66,391,0,25,37,36,96,95,1375,0,50,0,3,9,2,86,14,1,5,1,4,2,0,11,4,0,23,6,0,7,5,50,0,0,13,1,10,41.0,13.0,-1.8632,453.7001,0,270,17,15,2.1188,1.3475
54282,5394,2016,8,0,200,1,1,220,819,0,196,157,883,137,50,73,71,258,216,3165,1,32,32,20,6,0,144,28,9,2,5,19,3,0,2,10,3,0,16,23,0,0,0,3,1,21,10,0,0.0,0.0,3.4364,913.3006,0,661,0,0,4.3307,6.6259
61112,5610,2016,103,0,200,1,1,44,171,0,46,24,184,0,10,12,10,47,55,660,1,40,0,2,1,3,35,8,3,0,0,3,0,0,0,3,0,25,4,0,5,2,40,0,0,2,2,3,23.0,6.0,0.5427,203.2,0,133,11,5,0.2079,0.9491
61919,5634,2016,10,0,200,1,1,62,262,0,91,36,277,23,8,43,43,84,56,937,1,15,9,4,5,0,63,21,5,1,0,7,0,0,0,2,1,1,8,4,0,0,6,1,0,5,1,2,6.0,4.0,-0.9281,265.4,0,187,1,2,0.9991,-0.2629
61939,5634,2016,7,0,200,1,1,95,392,0,123,58,411,36,15,57,57,100,111,1410,0,16,16,4,10,0,79,23,2,2,4,17,0,0,1,2,0,0,12,8,0,0,0,1,0,6,3,0,0.0,0.0,-1.5841,385.4999,0,285,0,0,0.4081,-0.0237
62961,5670,2016,13,0,200,1,1,46,193,0,62,34,220,0,20,27,26,44,57,798,2,47,0,3,7,2,41,13,1,5,2,6,0,0,7,1,1,20,0,0,5,3,47,0,0,8,2,10,29.0,8.0,-1.956,364.5001,0,140,10,13,-0.1411,-0.8018
65641,5740,2016,6,0,200,1,1,189,747,0,199,142,796,121,33,98,93,191,218,2882,1,32,29,13,10,1,129,31,4,7,3,36,0,0,0,8,5,1,9,16,1,0,3,1,0,21,7,0,3.0,0.0,-0.1496,718.5005,0,568,0,0,0.9591,1.7072
67197,5768,2016,16,0,200,1,1,57,217,0,53,43,234,0,15,25,25,69,53,855,2,23,0,1,0,2,27,15,0,1,1,10,0,0,0,3,1,12,4,0,4,0,23,0,0,2,1,0,18.0,1.0,0.1682,118.7,0,173,3,2,-0.3456,0.3787
