id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
58220,7725,2012,52,0,203,4,1,6,23,0,6,2,26,0,2,1,1,8,7,89,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,4.0,2.0,0.2093,14.6,0,20,1,0,0.0641,0.2419
66169,7963,2012,107,0,203,4,1,12,48,0,15,7,64,0,12,11,11,18,9,222,2,7,0,0,0,0,5,7,1,1,1,2,0,0,0,0,2,2,4,0,0,0,7,0,0,0,0,0,6.0,4.0,-0.1646,46.3,0,38,1,1,-0.4696,-0.5614
66295,7975,2012,50,0,203,4,1,158,617,0,170,78,686,72,53,82,79,179,192,2323,2,26,21,8,12,0,109,36,5,2,1,24,2,0,1,15,9,1,22,10,0,0,5,3,0,7,4,0,7.0,0.0,-0.203,712.2999,0,476,2,0,-0.0314,0.1022
66471,7976,2012,107,0,203,4,1,41,158,0,37,21,177,0,15,10,10,45,55,574,1,24,0,0,3,1,33,3,0,2,0,1,0,0,1,1,2,18,3,0,2,1,24,0,0,0,0,1,22.0,6.0,-0.7389,155.0,0,124,4,3,0.5704,0.9989
66855,7983,2012,52,0,203,4,1,45,168,0,37,31,190,0,19,12,11,53,49,632,2,31,0,5,2,3,27,7,2,1,0,3,0,0,1,4,0,16,3,0,5,2,31,0,0,1,0,5,21.0,4.0,0.808,309.0999,0,137,11,5,0.634,1.2647
66884,7989,2012,53,0,203,4,1,49,178,0,41,20,198,0,16,19,19,62,57,660,2,45,0,1,5,29,30,7,0,3,0,4,0,0,2,2,1,42,9,0,34,5,45,0,0,1,0,0,10.0,3.0,0.3445,415.1999,0,149,22,7,0.2878,0.5092
67866,8002,2012,53,0,203,4,1,56,219,0,53,49,244,0,20,24,24,49,67,818,2,29,0,4,2,2,38,5,0,1,0,10,1,0,1,2,4,13,3,0,4,1,29,0,0,1,2,4,22.0,7.0,0.0201,216.0999,0,170,12,5,-0.2874,0.1046
69183,8024,2012,56,0,203,4,1,143,558,0,148,53,638,59,70,72,62,181,176,2223,2,28,28,5,10,0,106,30,3,5,3,9,0,0,3,7,2,0,17,10,0,0,0,0,0,25,5,0,0.0,0.0,0.0698,730.9001,0,431,0,0,1.2208,0.4679
69490,8031,2012,58,0,203,4,1,3,14,0,5,1,16,0,2,1,1,3,5,54,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0021,3.4,0,10,0,0,-0.0047,0.0426
69554,8032,2012,107,0,203,4,1,26,111,0,36,17,122,0,11,13,13,21,35,459,0,15,0,0,0,0,28,6,0,0,0,2,0,0,0,0,0,5,1,0,0,0,15,0,0,4,1,1,15.0,4.0,1.0412,126.0,0,78,6,1,0.1763,-0.1484
69806,8034,2012,52,0,203,4,1,12,49,0,16,7,58,0,9,12,12,9,17,201,1,6,0,1,0,0,14,1,0,0,1,0,0,0,0,1,0,2,3,0,0,0,6,0,0,1,0,0,6.0,2.0,-0.0786,29.8,0,37,1,1,0.065,-0.6846
72115,8084,2012,55,0,203,4,1,61,233,0,56,40,255,0,17,17,14,69,70,876,1,53,0,5,4,27,43,11,2,2,0,2,0,0,3,3,1,45,5,0,32,5,53,0,0,0,0,0,20.0,7.0,2.3098,539.5999,0,184,24,7,2.13,1.8121
