id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
31992,10966,2020,52,0,203,4,1,16,59,0,12,10,72,0,12,6,5,20,16,251,0,7,0,0,0,0,6,4,0,1,0,2,0,0,0,1,0,3,2,0,0,0,7,0,0,0,0,1,6.0,0.0,0.3345,67.0,0,48,2,0,-0.2625,0.1966
32563,10974,2020,49,0,203,4,1,72,279,0,68,46,302,29,20,25,24,62,102,1012,2,19,8,3,3,1,53,9,0,2,1,5,0,0,0,4,1,9,5,6,2,0,11,0,0,0,1,0,8.0,3.0,0.126,253.0,0,218,1,1,1.3263,1.6288
32874,10977,2020,49,0,203,4,1,1,7,0,2,1,9,0,2,4,4,1,3,25,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-0.2208,8.4,0,5,0,1,-0.1683,-0.276
33134,10984,2020,64,0,203,4,1,34,145,0,48,21,172,0,22,31,29,30,48,580,2,13,0,1,4,0,29,8,0,4,1,10,0,0,1,1,1,2,3,0,1,1,13,0,0,1,2,0,18.0,7.0,-1.7212,180.0,0,104,0,10,-1.4064,-1.6013
35807,11022,2020,101,0,203,4,1,63,232,0,45,49,259,0,24,21,20,66,71,887,1,45,0,7,1,2,33,6,1,1,2,4,1,0,2,2,1,17,3,0,5,3,45,0,0,0,0,14,34.0,10.0,2.1078,405.6,0,190,21,7,1.1337,1.3145
51563,11518,2020,60,0,203,4,1,48,180,0,38,45,198,0,15,14,14,36,60,679,0,18,0,2,3,1,29,3,0,2,1,5,0,0,1,1,1,12,1,0,3,1,18,0,0,7,1,0,23.0,10.0,1.0509,287.2998,0,144,5,3,0.7024,1.1003
53319,11569,2020,56,0,203,4,1,43,163,0,41,19,177,18,14,14,14,56,47,557,0,7,7,1,2,0,30,7,0,0,2,2,0,0,0,2,0,0,5,4,0,0,0,0,0,3,0,0,0.0,0.0,0.3241,183.9,0,129,0,0,0.7956,1.2154
53361,11570,2020,59,0,203,4,1,148,585,0,150,106,655,81,60,70,64,156,169,2202,2,27,27,9,6,0,111,23,2,3,0,16,0,0,0,11,5,0,10,11,0,0,0,1,0,10,3,0,0.0,0.0,0.1585,700.4001,0,446,0,0,1.4178,1.1916
53996,11580,2020,64,0,203,4,1,7,27,0,6,11,30,0,2,3,3,4,6,121,1,4,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,2.0,0.0,0.0765,30.5,0,22,1,1,0.3763,0.037
54900,11607,2020,59,0,203,4,1,68,253,0,66,44,316,0,56,38,38,70,75,1126,1,45,0,1,3,0,46,13,0,3,2,5,3,0,0,3,4,17,8,0,1,1,45,0,0,1,4,5,40.0,14.0,-0.7903,245.7,0,205,8,5,-0.9786,-0.7916
56546,11645,2020,55,0,203,4,1,23,92,0,23,14,110,0,14,11,9,24,32,373,1,14,0,2,2,0,21,2,0,2,0,0,0,0,0,0,2,4,0,0,0,0,14,0,0,1,0,3,14.0,2.0,0.6005,209.6,0,70,6,4,0.2085,0.0339
56856,11653,2020,58,0,203,4,1,11,49,0,16,10,57,0,6,10,8,14,8,189,0,5,0,0,1,0,9,5,0,0,0,2,1,0,0,1,2,2,1,0,0,0,5,0,0,0,0,0,9.0,2.0,-0.3077,49.1,0,33,1,2,-0.2244,-0.5432
62358,11787,2020,49,0,203,4,1,38,147,0,50,25,167,0,17,24,24,37,38,599,2,13,0,2,1,0,34,9,0,3,3,4,0,0,0,4,0,4,11,0,0,0,13,0,0,3,2,0,14.0,5.0,-0.3766,104.0,0,116,2,3,-0.0132,-0.5653
63032,11798,2020,55,0,203,4,1,16,55,0,10,8,64,0,8,1,1,22,16,201,0,6,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,2,0,0,6.0,1.0,0.5903,51.5,0,48,4,0,0.1758,0.7988
64364,11831,2020,101,0,203,4,1,51,175,0,32,45,190,0,14,10,8,47,51,681,0,48,0,7,2,7,25,4,0,0,1,2,0,0,0,2,1,17,4,0,9,2,48,0,0,1,2,16,37.0,5.0,3.1399,324.1,0,153,29,5,1.6609,2.152
66546,11907,2020,58,0,203,4,1,3,12,0,2,4,13,0,1,0,0,4,2,45,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3.0,0.0,0.0163,1.7,0,10,0,0,0.1311,0.179
67654,11942,2020,52,0,203,4,1,26,104,0,30,16,112,0,6,12,12,27,31,344,1,11,0,2,1,0,21,4,0,0,1,4,0,0,0,1,2,7,3,0,0,0,11,0,0,2,1,0,12.0,6.0,-0.4966,74.7,0,79,1,4,-0.1154,0.0895
68355,11961,2020,58,0,203,4,1,44,172,0,41,30,210,23,37,24,16,53,44,728,2,7,7,3,2,0,30,7,0,1,2,2,0,0,0,3,0,0,6,3,0,0,0,0,0,4,1,0,0.0,0.0,-0.363,232.0,0,134,0,0,0.1474,-0.0044
68532,11969,2020,60,0,203,4,1,38,137,0,22,31,155,0,16,10,9,32,52,554,1,18,0,1,0,1,18,1,0,1,0,3,0,0,0,2,1,15,0,0,1,0,18,0,0,2,0,1,17.0,3.0,0.2772,43.0,0,115,2,0,0.2858,0.8562
69656,12003,2020,55,0,203,4,1,29,112,0,24,15,141,0,29,10,9,27,44,521,1,9,0,0,0,0,20,4,0,0,0,0,0,0,0,3,0,1,1,0,0,0,9,0,0,3,0,0,5.0,1.0,0.472,94.1,0,88,4,1,-0.2326,0.4607
69960,12010,2020,49,0,203,4,1,3,13,0,4,3,17,0,4,2,2,5,1,57,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,-0.0074,3.1,0,10,0,0,-0.0194,-0.0415
71444,12079,2020,60,0,203,4,1,171,650,0,146,124,715,55,59,61,54,200,171,2413,0,28,28,7,12,0,101,28,2,4,7,10,0,0,2,5,0,0,12,18,0,0,0,0,0,16,5,0,0.0,0.0,1.8071,721.7003,0,513,0,0,4.0622,3.5999
71630,12083,2020,60,0,203,4,1,177,687,0,174,129,753,47,51,69,63,174,208,2485,2,28,28,8,11,0,135,23,0,10,6,10,3,0,1,8,5,0,12,14,0,0,0,1,1,10,4,0,0.0,0.0,1.2573,753.7002,0,533,0,0,4.503,3.0615
71763,12089,2020,58,0,203,4,1,139,555,0,151,81,640,54,71,72,66,133,188,2092,2,27,20,8,9,1,110,30,4,3,2,9,2,0,0,8,7,4,12,9,1,0,7,2,1,2,0,3,4.0,1.0,-0.2364,728.1998,0,419,1,0,0.9895,0.1392
71831,12090,2020,49,0,203,4,1,29,114,0,30,24,122,0,8,10,10,25,34,373,0,20,0,3,2,0,22,6,0,0,1,1,0,0,1,1,0,10,2,0,1,1,20,0,0,0,1,3,16.0,3.0,1.0081,142.9001,0,87,8,1,0.7721,0.475
72439,12183,2020,53,0,203,4,1,28,106,0,25,19,122,0,16,10,9,29,32,403,1,17,0,1,1,1,18,6,0,0,0,1,0,0,1,1,0,7,4,0,4,3,17,0,0,2,0,0,19.0,8.0,0.3794,123.8,0,85,3,3,0.2403,0.406
73326,12209,2020,60,0,203,4,1,46,168,0,35,29,192,0,21,16,15,53,49,676,1,21,0,5,0,2,18,11,0,1,2,4,1,0,1,4,2,12,6,0,4,1,21,0,0,0,2,0,18.0,3.0,0.8252,158.6,0,139,4,2,-0.0187,0.5664
73641,12217,2020,58,0,203,4,1,7,29,0,8,5,32,0,0,3,2,8,9,106,1,2,0,0,0,0,8,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,1.0,1.0,-0.04,15.9,0,22,0,0,0.2908,0.0289
74315,12232,2020,50,0,203,4,1,16,67,0,20,6,71,0,4,10,9,14,25,227,0,14,0,1,2,1,16,1,0,0,0,3,0,0,0,1,0,8,1,0,4,3,14,0,0,0,0,2,18.0,5.0,-1.305,113.4,0,48,3,4,-0.2977,-0.322
74619,12241,2020,50,0,203,4,1,20,78,0,20,10,86,0,6,11,10,25,24,303,2,13,0,2,2,0,15,1,0,2,0,4,0,0,1,0,0,7,2,0,2,2,13,0,0,0,1,1,18.0,2.0,-0.9589,148.0,0,62,3,5,-0.3417,-0.1555
74692,12243,2020,58,0,203,4,1,44,162,0,42,24,179,0,14,13,13,62,35,577,1,29,0,4,0,5,34,3,1,2,1,4,0,0,0,0,0,15,10,0,6,1,29,0,0,0,1,8,18.0,4.0,1.8151,241.5,0,133,11,1,0.129,0.9215
75197,12259,2020,59,0,203,4,1,11,43,0,10,9,48,7,4,6,5,9,14,185,0,2,2,1,1,0,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,-0.2599,57.9,0,33,0,0,0.1621,0.0015
75517,12266,2020,58,0,203,4,1,219,825,0,200,144,912,100,78,66,64,218,266,3018,2,28,28,19,7,0,144,25,4,4,7,24,0,0,0,4,1,0,23,23,0,0,0,5,2,4,4,0,0.0,0.0,4.897,973.0007,0,659,0,0,2.2853,6.0951
78760,12377,2020,50,0,203,4,1,47,189,0,54,41,220,0,27,26,25,36,61,776,1,33,0,5,6,7,43,4,2,1,1,6,0,0,1,4,1,22,4,0,11,4,33,0,0,1,0,0,15.0,1.0,-1.4473,392.8,0,142,7,16,-0.2528,-0.4859
