id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
30530,4304,2000,79,0,204,6,1,3,12,0,2,2,15,0,3,1,1,4,3,61,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0707,21.9,1,9,1,0,-0.0296,0.0776
30882,4316,2000,65,0,204,6,1,29,106,0,17,42,122,5,10,12,10,18,30,463,2,13,3,5,2,0,12,3,2,0,0,2,1,0,2,5,4,2,1,0,2,2,10,0,0,3,0,2,11.0,2.0,0.5926,134.3,0,89,6,2,0.7877,0.1033
31135,4329,2000,76,0,204,6,1,11,41,0,7,15,46,3,3,0,0,11,9,162,2,2,2,1,0,0,6,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.6324,57.1,0,35,0,0,0.5893,0.9289
31936,4367,2000,66,0,204,6,1,25,95,0,20,26,106,5,8,6,5,17,30,406,0,4,4,1,2,0,15,4,0,0,0,1,0,0,0,3,3,0,1,4,0,0,0,0,0,0,0,0,0.0,0.0,0.3281,113.4,0,75,0,0,0.5801,0.7854
34350,4565,2000,78,0,204,6,1,61,227,0,40,75,253,2,20,14,10,54,52,965,2,24,1,1,3,2,33,4,3,0,0,3,0,0,1,1,3,13,4,0,2,0,23,0,0,1,1,2,16.0,2.0,1.0773,211.5001,0,185,7,1,1.6698,2.1483
34382,4576,2000,65,0,204,6,1,47,177,0,39,49,196,15,16,15,15,43,45,762,2,12,12,2,2,0,29,7,1,0,2,1,0,0,0,2,2,0,4,1,0,0,0,0,0,3,1,0,0.0,0.0,0.3896,213.5,0,143,0,0,1.4223,0.9639
34501,4589,2000,72,0,204,6,1,3,14,0,3,3,15,0,1,1,1,2,6,41,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1.0,0.0,0.128,10.5,0,11,1,0,0.0822,0.0591
35083,4629,2000,68,0,204,6,1,98,341,0,55,82,374,37,23,27,20,100,104,1367,0,15,15,8,4,0,34,10,4,4,4,7,0,0,0,2,2,0,6,12,0,0,0,0,0,3,2,0,0.0,0.0,2.0023,355.3999,0,294,0,0,1.7772,2.5646
35398,4650,2000,65,0,204,6,1,11,50,0,14,16,56,0,6,3,3,11,8,202,1,3,2,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0362,47.3,0,34,0,1,0.4473,0.2897
35589,4651,2000,79,0,204,6,1,148,591,0,171,151,703,77,91,127,122,125,151,2602,1,32,21,5,14,1,112,35,11,5,6,18,2,0,12,10,5,5,9,4,2,1,11,6,0,7,5,0,16.0,7.0,-4.9744,778.0001,0,445,0,4,0.9073,-3.0479
