id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
7169,1415,2000,33,0,202,3,1,92,338,0,72,75,397,12,38,38,32,112,81,1435,2,44,3,8,3,7,47,14,8,2,1,10,0,0,1,2,11,21,9,1,11,4,41,0,0,5,1,7,31.0,8.0,1.2085,535.1998,0,278,20,6,0.4657,1.1628
7572,1465,2000,36,0,202,3,1,8,33,0,11,6,40,0,5,8,8,10,7,136,2,7,0,1,0,0,6,2,0,1,1,2,0,0,0,0,1,5,3,0,0,0,7,0,0,1,0,0,9.0,6.0,-0.206,11.8,0,26,0,2,-0.2154,-0.3626
7574,1466,2000,41,0,202,3,1,31,126,0,33,31,149,0,16,25,24,23,37,507,1,15,0,1,1,1,20,9,0,2,0,4,0,0,0,2,5,5,2,0,2,0,15,0,0,1,1,0,5.0,1.0,-0.6015,84.7,0,94,1,3,0.1038,-0.7071
12868,2588,2000,36,0,202,3,1,60,225,0,44,73,251,18,21,23,21,51,53,979,2,10,10,2,2,0,28,8,0,0,2,6,0,0,0,1,5,0,3,4,0,0,0,0,0,1,1,0,0.0,0.0,0.7635,269.8999,0,182,0,0,1.8785,1.4582
14598,2883,2000,38,0,202,3,1,60,233,0,58,46,271,19,34,32,28,68,58,1035,1,10,10,1,6,0,38,17,0,1,1,2,0,0,0,3,3,0,5,6,0,0,0,0,0,5,4,0,0.0,0.0,-0.0849,325.6,0,181,0,0,1.3431,0.4692
14875,2885,2000,41,0,202,3,1,47,178,0,39,46,226,0,41,20,16,48,42,879,0,43,0,6,2,18,33,5,1,0,0,1,0,0,4,1,6,29,3,0,19,1,43,0,0,1,1,2,25.0,8.0,2.0726,461.5999,0,141,19,6,0.7785,0.9479
15649,3006,2000,37,0,202,3,1,39,144,0,31,38,173,20,20,19,18,38,38,617,1,8,8,4,3,0,25,3,1,2,1,2,0,0,0,1,6,0,3,3,0,0,0,0,0,4,0,0,0.0,0.0,-0.1245,165.9,0,118,0,0,0.8417,0.4584
16231,3091,2000,35,0,202,3,1,86,289,0,45,68,346,0,41,10,9,96,87,1297,2,58,0,5,1,21,35,4,9,3,1,5,1,0,0,4,4,41,5,0,24,3,58,0,0,1,1,6,45.0,10.0,4.3261,533.4999,0,260,28,3,1.2433,4.7196
16262,3107,2000,40,0,202,3,1,10,37,0,10,8,46,0,7,8,8,6,14,172,0,12,0,0,3,6,5,1,1,1,3,1,0,0,1,1,0,9,1,0,7,1,12,0,0,0,1,0,3.0,0.0,-0.6991,95.5,0,30,5,4,0.0299,-0.4561
16568,3133,2000,44,0,202,3,1,33,120,0,23,29,135,34,9,13,13,29,38,455,1,5,5,2,1,0,17,4,0,1,1,1,0,0,0,1,5,0,2,3,0,0,0,1,1,3,1,0,0.0,0.0,-0.0326,120.5,0,100,0,0,1.2297,0.9163
16819,3147,2000,44,0,202,3,1,163,563,0,99,184,700,84,125,52,48,150,129,2915,2,26,26,14,6,0,76,16,2,6,1,6,0,0,0,4,4,0,15,18,0,0,0,0,0,3,11,0,0.0,0.0,1.8589,740.2,0,491,0,0,4.4143,5.8765
16931,3160,2000,47,0,202,3,1,120,427,0,78,123,501,33,56,36,36,109,117,1963,0,20,20,7,7,0,51,11,4,2,2,14,0,0,0,2,12,0,4,12,0,0,0,0,0,6,5,0,0.0,0.0,1.7244,520.4998,0,360,0,0,2.4539,4.6455
17100,3169,2000,39,0,202,3,1,66,233,0,46,66,269,0,27,17,17,51,72,1035,0,29,0,5,1,3,27,12,2,0,1,6,0,0,2,2,7,16,6,0,4,0,29,0,0,1,0,0,31.0,6.0,0.9021,228.0001,0,198,7,2,0.8645,1.7856
17277,3188,2000,34,0,202,3,1,67,246,0,49,56,291,0,39,22,18,66,70,1112,0,40,0,5,3,3,31,12,4,1,3,3,0,0,4,1,1,20,6,0,6,3,40,0,0,5,0,4,42.0,13.0,1.2488,385.4999,0,201,16,9,1.1357,1.4939
17914,3246,2000,47,0,202,3,1,68,256,0,64,69,308,8,42,41,36,71,53,1188,1,36,3,2,4,1,44,9,2,2,1,10,0,0,0,1,6,9,10,1,4,2,33,0,0,1,0,3,33.0,8.0,-1.1364,255.3,0,205,7,6,0.1804,-0.0577
17947,3248,2000,37,0,202,3,1,81,285,0,59,77,362,0,62,40,37,80,76,1452,0,36,0,3,2,0,31,20,6,4,2,6,0,0,1,3,5,9,7,0,0,0,36,0,0,3,4,2,38.0,14.0,-0.6869,335.8002,0,243,7,8,0.0502,0.0405
17949,3251,2000,47,0,202,3,1,84,306,0,62,79,372,5,59,41,39,80,86,1469,1,45,2,2,3,1,39,10,1,2,2,11,0,0,0,3,4,22,7,0,2,0,43,0,0,4,0,3,42.0,13.0,-1.0023,280.9001,0,253,6,8,0.073,0.7818
17957,3279,2000,41,0,202,3,1,27,112,0,37,9,142,0,29,22,20,26,39,552,1,15,0,1,0,0,23,6,0,1,0,8,0,0,0,1,0,3,3,0,0,0,15,0,0,1,4,0,21.0,3.0,-0.0295,93.3,0,82,2,2,-1.3226,-0.6381
17961,3281,2000,47,0,202,3,1,41,150,0,34,45,194,0,35,36,31,43,30,794,1,19,0,0,2,0,14,7,4,0,1,12,0,0,0,5,5,9,4,0,3,3,19,0,0,0,4,0,14.0,4.0,-1.2243,152.5999,0,124,2,5,-1.1397,-1.1468
17975,3282,2000,33,0,202,3,1,7,25,0,4,6,25,6,0,2,2,9,6,84,0,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.3443,20.9,0,21,0,0,0.2105,0.2446
18347,3307,2000,35,0,202,3,1,10,40,0,10,10,43,0,3,4,4,13,7,164,0,7,0,0,0,3,5,4,0,0,0,1,0,0,0,0,0,6,0,0,3,0,7,0,0,0,0,1,3.0,1.0,0.217,31.7,1,30,1,0,0.1855,0.1078
18686,3365,2000,48,0,202,3,1,61,219,0,38,94,241,0,14,20,19,43,40,989,0,34,0,3,4,2,19,11,1,0,1,7,0,0,2,0,7,19,4,0,6,2,34,0,0,0,0,8,14.0,2.0,-0.0872,305.3,0,183,12,6,2.2199,1.593
18899,3401,2000,33,0,202,3,1,98,359,0,81,112,446,46,63,60,53,95,72,1735,0,21,21,3,9,0,58,16,2,3,1,6,0,0,0,4,19,0,9,2,0,0,0,0,0,4,3,0,0.0,0.0,-1.2927,502.8997,0,294,0,0,1.6755,-0.1583
19268,3432,2000,38,0,202,3,1,21,73,0,13,30,84,0,9,5,5,20,10,321,0,18,0,1,3,2,10,1,1,0,0,2,0,0,0,0,1,11,2,0,4,2,18,0,0,0,1,2,20.0,6.0,0.5489,169.4,0,63,8,4,0.7727,0.9184
19588,3448,2000,38,0,202,3,1,87,310,0,57,102,379,0,51,47,47,83,69,1433,0,44,0,8,2,0,37,5,5,2,2,13,1,0,9,7,11,17,5,0,4,4,44,0,0,3,1,6,39.0,11.0,0.3424,400.4001,0,261,18,11,0.2804,-0.2985
20572,3546,2000,33,0,202,3,1,51,196,0,46,47,219,29,22,24,22,54,48,831,0,9,9,4,4,0,31,8,1,0,4,3,0,0,0,2,0,0,2,5,0,0,0,0,0,3,2,0,0.0,0.0,0.0833,216.9999,0,153,0,0,1.4633,0.6539
20727,3565,2000,43,0,202,3,1,166,638,0,168,138,771,84,105,111,103,166,168,2961,1,29,29,9,14,0,108,36,4,8,2,22,0,1,0,10,15,0,18,13,0,0,0,2,0,9,5,0,0.0,0.0,-2.6511,821.8008,0,499,0,0,1.0132,0.0185
20908,3573,2000,42,0,202,3,1,11,34,0,3,17,45,0,9,2,1,9,6,191,0,11,0,0,0,2,3,0,1,0,0,0,0,0,0,1,1,8,1,0,2,0,11,0,0,0,0,1,17.0,1.0,0.4037,45.4,0,33,2,1,0.3184,0.4266
20931,3586,2000,40,0,202,3,1,54,197,0,39,67,214,0,13,21,18,48,42,810,0,46,0,5,6,5,24,3,2,0,0,12,0,0,2,3,2,27,4,0,7,2,46,0,0,3,2,10,36.0,7.0,0.2469,302.5,0,162,19,9,0.4405,0.836
21010,3592,2000,41,0,202,3,1,160,594,0,138,163,684,100,77,78,73,154,136,2676,0,26,26,9,6,0,92,24,2,2,1,21,1,0,2,6,9,0,16,15,0,0,0,0,0,6,8,0,0.0,0.0,-0.2619,702.4001,0,480,0,0,3.0109,2.7378
21286,3596,2000,45,0,202,3,1,157,602,0,153,150,713,63,77,94,91,136,169,2727,2,26,26,5,13,0,97,30,9,5,4,22,0,0,1,7,20,0,12,11,0,0,0,1,1,5,2,0,0.0,0.0,-2.1947,770.2005,0,473,0,0,2.0114,1.0445
21320,3605,2000,41,0,202,3,1,91,360,0,98,65,413,10,36,51,44,97,101,1543,2,49,3,7,3,1,74,19,5,4,3,2,2,0,6,8,8,16,8,1,5,4,46,1,0,4,3,10,56.0,16.0,-0.0673,485.9001,0,275,13,8,2.4046,0.1744
21965,3637,2000,43,0,202,3,1,115,442,0,119,128,534,62,79,80,71,93,101,2086,0,30,14,9,5,0,71,25,2,3,5,18,1,0,0,9,8,5,11,4,0,0,16,0,0,14,8,0,18.0,6.0,-2.1106,536.3999,0,345,2,3,0.5749,-0.6082
21983,3642,2000,41,0,202,3,1,53,204,0,55,61,262,0,52,26,25,46,43,1042,1,32,1,1,3,0,40,11,0,3,1,3,0,0,1,0,3,10,7,1,0,0,31,0,0,1,3,5,27.0,13.0,-0.0009,273.9,0,160,8,4,0.3651,0.4317
22030,3644,2000,33,0,202,3,1,59,219,0,45,57,248,0,25,15,14,57,59,904,1,22,1,3,1,0,32,7,0,2,2,4,0,0,0,1,2,9,3,1,2,2,21,0,0,2,1,3,12.0,3.0,1.0306,230.9001,0,178,8,2,1.0692,1.7114
22107,3664,2000,33,0,202,3,1,119,461,0,112,114,564,62,84,76,61,99,130,2129,2,32,22,6,7,1,85,12,1,4,2,13,0,0,0,8,14,4,9,5,1,0,10,0,0,5,4,0,6.0,3.0,-0.944,596.7997,0,359,3,1,0.408,-0.6298
22172,3687,2000,43,0,202,3,1,66,229,0,44,98,309,1,65,36,32,47,49,1313,1,33,1,2,3,0,29,10,7,3,0,5,0,0,1,2,5,17,4,0,1,1,32,0,0,0,1,3,30.0,5.0,0.0779,243.2001,0,199,6,5,0.6597,0.1655
22206,3723,2000,45,0,202,3,1,125,463,0,115,96,544,2,61,61,58,123,132,2010,1,48,1,6,1,1,74,21,7,2,2,18,2,0,1,3,11,12,20,1,3,1,47,0,0,3,3,0,58.0,23.0,-1.0572,327.2002,0,376,5,8,-0.021,0.9847
22207,3725,2000,36,0,202,3,1,91,346,0,86,39,388,40,35,42,32,100,117,1398,2,23,23,2,8,0,65,15,2,1,1,5,1,0,0,4,4,0,9,1,0,0,0,0,0,3,6,0,0.0,0.0,0.0946,384.3999,0,275,0,0,1.5817,1.3946
22372,3732,2000,33,0,202,3,1,99,352,0,75,88,439,0,57,50,50,94,106,1683,2,47,0,9,8,2,46,16,10,6,2,11,0,0,1,6,14,15,5,0,8,5,47,0,0,1,4,2,33.0,10.0,-0.7011,500.2,0,299,13,11,-0.3131,-0.0539
22385,3736,2000,47,0,202,3,1,165,627,0,147,125,732,45,81,85,81,140,213,2735,0,36,22,7,13,0,99,22,5,3,2,24,0,0,0,8,16,6,7,10,0,0,14,0,0,3,8,4,12.0,3.0,0.5747,790.2006,0,495,5,1,1.1624,2.2263
22572,3773,2000,44,0,202,3,1,120,438,0,91,127,493,63,39,37,36,115,105,1871,2,19,19,8,2,0,64,20,2,2,0,7,0,1,0,5,11,0,12,13,0,0,0,1,1,14,1,0,0.0,0.0,1.9741,548.7001,0,362,0,0,4.4678,4.4991
22804,3780,2000,41,0,202,3,1,53,188,0,37,52,223,0,26,25,22,50,52,831,2,22,0,5,1,3,27,4,2,2,1,5,0,0,1,1,5,13,4,0,7,1,22,0,0,1,2,0,23.0,6.0,0.2065,145.0,1,161,7,2,0.6627,0.4965
23020,3797,2000,43,0,202,3,1,6,24,0,4,5,24,0,0,0,0,6,8,86,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,2,2.0,1.0,0.2736,17.4,0,20,2,0,0.2883,0.3925
23185,3812,2000,45,0,202,3,1,168,639,0,146,182,746,97,78,106,86,142,166,2844,2,29,29,8,14,0,84,32,7,4,5,25,0,0,0,6,18,0,6,13,0,0,0,1,0,6,9,0,0.0,0.0,-2.6339,767.3998,0,506,0,0,2.6856,0.6164
23201,3824,2000,40,0,202,3,1,8,27,0,8,5,39,0,8,9,9,9,8,126,0,3,0,0,0,0,5,1,3,0,0,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,1,1.0,0.0,0.0506,48.5,1,24,2,1,-0.3905,-0.5056
23541,3845,2000,44,0,202,3,1,28,110,0,25,40,127,0,15,13,11,18,26,494,1,17,0,2,0,0,13,8,0,1,0,4,0,0,0,2,1,5,1,0,0,0,17,0,0,1,0,7,18.0,4.0,0.7046,133.5,0,85,5,2,0.4342,0.2839
24161,3923,2000,39,0,202,3,1,75,266,0,48,87,303,0,28,22,19,63,71,1123,0,60,0,6,5,36,28,14,5,1,1,5,0,0,9,0,3,47,3,0,43,7,60,0,0,0,1,0,8.0,0.0,3.207,669.3999,0,225,31,9,3.5313,2.7287
24232,3924,2000,38,0,202,3,1,78,272,0,48,94,341,6,54,39,33,62,69,1339,1,28,2,2,3,0,29,11,3,3,1,7,1,0,1,5,9,5,4,1,0,0,26,0,0,0,4,2,20.0,4.0,-0.1631,252.2,0,235,6,4,0.6876,0.2309
24252,3930,2000,44,0,202,3,1,69,251,0,42,85,293,0,37,22,18,62,52,1139,1,24,0,3,1,2,27,8,0,0,0,7,0,0,0,3,5,12,6,0,4,0,24,0,0,2,1,0,24.0,4.0,0.2944,200.5,0,208,5,2,1.0694,1.7139
24263,3933,2000,47,0,202,3,1,159,586,0,126,162,717,78,113,87,72,150,142,2849,0,26,26,5,12,0,87,29,5,2,1,9,0,0,0,11,11,0,10,14,0,0,0,0,0,9,12,0,0.0,0.0,-0.7643,778.1003,0,477,0,0,3.5126,1.9217
24474,3938,2000,34,0,202,3,1,145,556,0,148,138,681,61,99,92,82,138,129,2614,2,27,26,7,12,0,100,30,6,1,3,15,0,0,0,3,19,0,16,14,0,0,1,2,0,12,9,0,0.0,0.0,-1.2634,757.7001,0,437,0,1,0.9949,-0.3223
24523,3939,2000,44,0,202,3,1,88,312,0,59,70,384,42,61,28,25,101,87,1517,0,20,11,7,5,0,49,8,4,3,1,1,1,0,0,2,4,4,5,5,1,1,9,1,1,3,2,0,11.0,2.0,1.0355,407.5,0,264,3,2,1.9709,2.9519
24667,3950,2000,39,0,202,3,1,30,108,0,24,31,124,0,12,8,8,34,22,444,1,16,0,1,1,2,17,5,3,1,0,2,0,0,1,2,0,8,3,0,6,3,16,0,0,1,1,3,19.0,4.0,-0.4553,139.7,0,91,4,4,0.7441,0.8449
24678,3955,2000,36,0,202,3,1,38,137,0,26,34,154,0,14,9,8,22,55,565,0,18,0,2,2,3,19,6,1,1,0,1,0,0,1,0,1,12,2,0,5,2,18,0,0,1,1,0,18.0,9.0,-0.1414,183.9,0,114,7,2,1.1264,1.2336
24922,3957,2000,43,0,202,3,1,106,394,0,89,91,454,0,50,32,29,109,104,1701,1,45,0,5,0,4,61,23,2,3,1,4,0,0,3,7,5,22,6,0,7,2,45,0,0,7,5,6,35.0,13.0,1.3993,419.0002,0,319,18,8,2.1852,2.8116
25035,3961,2000,44,0,202,3,1,12,46,0,13,12,54,0,6,4,4,8,13,215,0,9,0,0,0,0,7,4,0,0,1,1,0,0,0,0,2,5,2,0,0,0,9,0,0,1,0,0,9.0,2.0,0.0268,29.0,0,36,0,0,0.1231,0.2705
25188,3962,2000,39,0,202,3,1,155,556,0,110,169,640,70,69,51,49,148,126,2548,2,28,28,11,7,0,73,26,2,3,3,8,0,0,1,4,10,0,14,16,0,0,0,0,0,7,6,0,0.0,0.0,2.316,668.7003,0,467,0,0,5.0884,4.6284
25312,3966,2000,44,0,202,3,1,18,66,0,19,21,81,0,9,6,6,12,17,284,0,16,0,4,1,3,13,3,2,1,2,1,0,0,3,2,3,9,3,0,3,0,16,0,0,1,0,4,2.0,1.0,0.8999,130.2,0,54,6,3,0.588,0.5277
25339,3970,2000,38,0,202,3,1,62,221,0,42,79,276,0,49,25,23,58,43,1104,0,29,0,1,1,2,26,6,2,2,2,8,0,0,0,4,2,15,4,0,3,0,29,0,0,1,2,0,29.0,9.0,-0.2935,140.5,0,186,4,5,0.0575,0.6899
25364,3971,2000,42,0,202,3,1,117,450,0,108,121,546,0,77,71,65,114,108,2059,1,48,0,4,7,3,78,18,3,7,1,11,0,1,1,7,8,13,8,0,6,2,48,0,0,1,2,1,47.0,22.0,-1.3795,460.5002,0,352,7,10,1.0155,-0.3705
25563,3974,2000,48,0,202,3,1,149,536,0,111,185,667,91,108,69,62,112,130,2679,2,28,28,9,5,0,78,18,4,5,4,11,0,0,0,12,14,0,12,6,0,0,0,0,0,3,8,0,0.0,0.0,-0.1786,764.4999,0,449,0,0,3.2886,2.8997
25636,3975,2000,41,0,202,3,1,123,460,0,110,119,560,51,77,64,60,122,115,2118,1,47,13,8,11,18,81,13,8,2,4,12,0,0,6,4,13,30,7,8,24,6,34,1,0,8,1,0,11.0,6.0,-1.5628,984.5006,0,370,18,10,1.6895,1.2304
26071,4002,2000,35,0,202,3,1,105,368,0,68,108,453,4,70,41,39,101,95,1745,0,41,1,8,4,1,42,12,6,2,1,13,1,0,2,2,7,12,7,0,3,1,40,0,0,4,2,4,42.0,5.0,1.8902,476.3003,0,315,14,5,-0.0706,1.3514
26582,4015,2000,46,0,202,3,1,58,227,0,64,56,295,0,53,48,43,65,47,1113,1,46,0,5,11,4,40,14,9,4,1,9,0,0,6,3,2,28,3,0,12,8,46,0,0,1,2,1,31.0,12.0,-4.7757,464.7,0,175,12,17,-0.5664,-1.8631
26594,4018,2000,35,0,202,3,1,28,101,0,19,25,114,15,9,12,11,32,24,434,0,5,4,2,0,0,15,1,0,0,0,3,0,0,0,1,4,0,2,2,0,0,1,0,0,2,1,1,1.0,0.0,0.542,100.3,0,84,1,0,0.4787,0.4755
26651,4019,2000,47,0,202,3,1,8,32,0,9,6,46,0,12,11,11,8,9,179,0,9,0,1,2,0,8,0,0,1,0,1,0,0,0,0,1,4,1,0,1,1,9,0,0,1,0,0,6.0,2.0,-0.934,66.5,0,24,1,3,-0.3343,-0.7257
26652,4020,2000,47,0,202,3,1,90,341,0,86,79,422,0,68,52,46,103,73,1627,1,51,0,3,8,6,62,12,10,0,2,10,0,0,0,3,3,24,13,0,14,8,51,0,0,1,2,4,31.0,10.0,-2.4602,537.0,0,271,12,13,-0.0188,-0.0686
26919,4035,2000,46,0,202,3,1,66,240,0,47,56,287,0,38,23,19,63,74,1079,2,30,0,0,3,0,27,14,4,2,1,5,0,0,3,6,3,11,3,0,1,1,30,0,0,3,4,1,27.0,10.0,-0.0021,223.3,0,200,6,4,0.7774,1.4625
26942,4037,2000,39,0,202,3,1,6,23,0,8,7,33,0,5,5,4,9,2,110,0,10,0,0,2,0,4,4,3,1,0,0,0,0,3,1,1,4,1,0,0,0,10,0,0,0,0,3,11.0,2.0,-0.7726,51.5,0,18,1,5,0.2496,-0.2645
27021,4041,2000,38,0,202,3,1,75,271,0,47,83,313,27,35,25,23,73,65,1179,2,10,10,5,3,0,33,6,2,0,1,7,0,0,0,5,5,0,6,7,0,0,0,2,0,2,1,0,0.0,0.0,0.6067,295.1,0,227,0,0,1.8567,2.2832
27282,4045,2000,48,0,202,3,1,220,810,0,172,251,901,101,65,94,86,175,211,3483,2,28,28,12,15,0,114,23,6,3,5,30,0,0,0,8,17,0,16,16,0,0,0,12,4,8,8,0,0.0,0.0,0.4585,873.9009,0,662,0,0,5.8633,5.1381
27389,4049,2000,47,0,202,3,1,56,203,0,42,45,234,3,22,17,15,56,59,888,0,34,2,2,2,2,26,8,3,2,0,8,0,0,0,3,4,15,4,2,4,2,32,0,0,1,4,8,37.0,14.0,0.9092,285.8001,0,168,13,5,0.3698,1.7115
