id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
10208,6411,2011,40,0,202,3,1,14,52,0,12,7,57,0,5,2,2,17,16,196,2,9,0,2,0,0,9,2,0,0,0,1,0,0,1,1,0,3,2,0,0,0,9,0,0,1,1,0,7.0,2.0,0.4661,55.4,0,44,4,1,0.0896,0.5908
10291,6416,2011,46,0,202,3,1,29,111,0,30,18,125,0,13,13,11,33,31,478,0,17,0,1,3,0,18,7,0,1,1,4,1,0,1,1,0,6,5,0,3,3,17,0,0,1,0,1,14.0,9.0,-0.2168,137.3,0,87,4,5,-0.1769,0.1605
10541,6424,2011,48,0,202,3,1,123,472,0,115,72,528,0,49,55,49,145,139,1885,1,80,0,6,4,5,79,19,2,4,2,15,0,1,9,5,0,24,8,0,10,5,80,0,0,12,3,5,54.0,18.0,-0.1217,608.5993,0,370,24,16,-0.1964,0.6193
10587,6425,2011,39,0,202,3,1,35,132,0,30,22,144,0,11,12,9,39,38,468,2,24,0,2,2,0,20,6,0,1,1,3,0,0,1,1,0,7,6,0,0,0,24,0,0,2,1,3,11.0,1.0,0.2591,124.6,0,107,6,3,0.2231,0.6095
11114,6434,2011,38,0,202,3,1,32,135,0,38,32,154,0,18,31,24,31,31,595,0,19,0,0,2,0,24,7,0,1,4,3,0,0,0,2,0,8,0,0,1,1,19,0,0,12,1,3,6.0,2.0,-0.4807,101.7999,0,96,3,4,0.1354,-1.5073
11169,6435,2011,36,0,202,3,1,36,125,0,23,31,148,0,21,8,8,40,33,572,2,20,0,0,1,0,20,1,1,1,0,2,0,0,0,1,0,8,4,0,0,0,20,0,0,2,0,3,13.0,4.0,0.354,88.5,0,110,2,1,0.2307,1.1215
11190,6438,2011,96,0,202,3,1,1,4,0,1,1,5,0,0,1,0,0,2,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-0.0013,0.5,0,3,0,0,0.0009,-0.0645
11548,6447,2011,41,0,202,3,1,23,88,0,26,8,99,12,10,15,15,27,25,332,0,9,3,3,2,1,18,4,0,0,0,4,0,0,2,2,1,4,8,1,1,0,6,0,0,2,0,0,2.0,0.0,-0.4855,122.7,0,69,2,1,-0.3046,-0.2642
11795,6453,2011,42,0,202,3,1,53,205,0,56,27,226,0,21,22,22,63,59,797,1,39,0,5,3,1,40,10,0,0,2,4,0,0,1,1,0,22,8,0,2,1,39,0,0,2,2,3,25.0,12.0,-0.136,253.9,0,160,6,7,0.2275,0.5458
12253,6463,2011,39,0,202,3,1,163,617,0,153,106,669,76,45,66,60,191,165,2404,0,26,26,10,6,0,108,25,3,3,3,17,0,0,4,1,1,0,23,19,0,0,0,0,0,12,3,0,0.0,0.0,1.3775,724.2003,0,489,0,0,2.3781,3.2077
12604,6475,2011,39,0,202,3,1,152,578,0,151,103,645,87,62,75,69,189,131,2394,2,28,28,9,6,0,107,22,1,3,5,17,1,0,8,4,1,0,23,9,0,0,0,0,0,15,9,0,0.0,0.0,-1.049,679.7005,0,458,0,0,1.5327,1.5599
13710,6491,2011,100,0,202,3,1,16,70,0,24,13,82,0,10,12,12,19,14,313,2,10,2,3,0,0,17,5,1,0,1,1,0,0,1,0,1,0,3,0,0,0,8,0,0,2,0,0,6.0,2.0,-0.1767,85.3,0,50,2,1,0.1108,-0.3846
14845,6530,2011,100,0,202,3,1,15,55,0,14,11,59,0,3,8,8,14,17,214,0,6,0,1,0,0,9,2,0,1,0,3,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8.0,2.0,0.3431,40.3,0,45,2,0,-0.1067,-0.1075
16102,6570,2011,48,0,202,3,1,128,472,0,110,81,530,60,45,46,43,129,153,1970,0,22,22,9,5,0,83,18,2,5,1,8,0,1,0,6,5,0,15,9,0,0,0,0,0,9,2,0,0.0,0.0,1.0312,561.8,0,384,0,0,2.2301,3.1544
18131,6617,2011,35,0,202,3,1,9,39,0,14,6,44,0,4,5,3,12,6,152,0,4,0,0,0,0,11,3,0,0,0,0,0,0,0,1,1,1,3,0,0,0,4,0,0,0,0,0,3.0,2.0,-0.2244,21.9,0,27,0,1,0.0987,-0.0631
19142,6639,2011,36,0,202,3,1,118,467,0,138,88,522,39,45,65,63,125,118,1851,1,27,18,4,10,1,100,24,3,4,2,12,1,0,4,3,3,5,12,5,4,2,9,0,0,7,7,0,5.0,2.0,-0.8845,508.9996,0,355,1,1,1.4356,0.3225
22514,6706,2011,42,0,202,3,1,177,670,0,152,111,718,61,36,66,58,175,228,2519,0,28,28,10,10,0,102,27,2,2,3,20,1,0,0,5,8,0,14,20,0,0,0,1,1,9,1,0,0.0,0.0,1.3113,701.1006,0,531,0,0,2.7748,4.3092
24395,6749,2011,33,0,202,3,1,93,329,0,64,64,376,3,42,21,21,108,97,1420,1,44,2,7,1,2,50,11,2,2,0,3,0,0,4,5,1,12,9,1,3,0,42,0,0,3,1,1,34.0,5.0,1.6396,328.8,0,280,11,4,1.1827,2.8978
24766,6757,2011,41,0,202,3,1,21,76,0,16,14,80,0,4,3,3,26,20,323,1,14,0,2,0,6,13,2,0,0,0,1,0,0,0,0,0,9,3,0,7,1,14,0,0,0,1,1,2.0,0.0,1.4265,179.8999,0,64,10,1,0.6572,1.3669
