id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
10680,1863,2013,109,0,201,2,1,81,294,0,60,45,320,30,20,28,25,97,93,1112,0,19,8,6,6,2,47,6,1,3,1,6,0,0,0,1,2,7,6,6,3,1,11,1,0,8,1,3,8.0,2.0,0.0308,363.9999,0,243,6,2,0.918,1.2871
16925,3147,2013,20,0,201,2,1,35,123,0,22,25,131,9,7,5,5,39,38,488,0,5,5,2,0,0,18,2,1,0,1,1,1,0,0,0,0,0,2,4,0,0,0,1,1,0,1,0,0.0,0.0,1.6877,157.5,0,105,0,0,1.1911,1.825
16926,3147,2013,95,0,201,2,1,13,46,0,9,12,53,0,6,1,1,16,10,197,2,10,0,0,0,2,9,0,0,1,0,0,0,0,0,1,0,4,3,0,3,0,10,0,0,1,0,1,10.0,3.0,0.4228,45.5,0,41,2,1,0.3215,0.6425
17642,3217,2013,20,0,201,2,1,171,640,0,145,95,693,69,43,58,55,210,192,2391,2,36,22,7,5,1,107,28,6,4,4,6,0,0,0,5,0,5,13,15,1,0,14,0,0,11,3,4,4.0,1.0,2.5253,737.7001,0,515,8,1,3.9759,3.784
20004,3488,2013,95,0,201,2,1,14,45,0,7,8,54,0,7,4,4,18,14,184,0,8,0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,3,2,0,0,0,8,0,0,1,0,1,4.0,3.0,0.0828,33.0,0,42,1,1,0.0115,0.325
21277,3592,2013,17,0,201,2,1,171,680,0,179,98,736,78,47,87,78,226,166,2559,1,28,28,11,10,0,124,35,2,2,5,15,1,0,0,3,5,0,9,16,0,0,0,3,0,13,6,0,0.0,0.0,-0.7798,720.9001,0,514,0,0,2.2476,0.8027
21578,3607,2013,17,0,201,2,1,85,345,0,107,50,375,27,25,39,38,115,74,1357,0,23,11,5,4,0,71,23,4,1,6,7,0,0,0,3,0,5,15,7,1,1,12,0,0,4,2,1,3.0,1.0,-0.2542,434.4998,0,255,3,2,1.049,0.6164
22555,3770,2013,105,0,201,2,1,195,753,0,202,114,840,56,68,95,80,251,189,2909,1,30,30,4,18,0,155,26,8,9,7,14,1,0,3,5,2,0,15,16,0,0,0,6,2,25,5,0,0.0,0.0,-0.517,944.5006,0,586,0,0,2.8651,1.1319
22872,3780,2013,22,0,201,2,1,64,240,0,56,53,262,0,18,25,25,77,52,934,1,56,0,6,4,2,40,10,0,1,1,5,0,0,4,2,3,23,9,0,8,6,56,0,0,3,3,16,24.0,8.0,0.6784,430.9,0,193,22,10,1.1822,0.6666
23917,3890,2013,20,0,201,2,1,163,637,0,168,99,694,80,45,77,68,192,177,2420,0,31,23,7,9,0,115,31,5,2,11,11,0,0,0,3,5,5,14,14,0,0,8,0,0,8,3,3,6.0,3.0,-0.2255,744.9996,0,489,3,0,2.7144,1.1366
24912,3955,2013,20,0,201,2,1,29,113,0,30,20,121,0,6,10,10,34,30,412,0,18,0,4,1,0,25,3,0,1,0,2,0,0,0,1,1,6,2,0,0,0,18,0,0,0,0,5,10.0,0.0,1.0745,165.0,0,87,8,2,0.4255,0.4312
25863,3976,2013,109,0,201,2,1,183,684,0,162,98,757,113,57,79,78,214,218,2767,1,28,28,15,6,0,112,26,5,7,6,18,1,0,1,6,4,0,13,15,0,0,0,0,0,17,3,0,0.0,0.0,0.7242,785.0005,0,550,0,0,1.2852,1.5042
30258,4278,2013,20,0,201,2,1,61,240,0,62,42,272,0,28,28,24,77,57,990,2,50,0,6,2,6,41,11,0,4,1,9,0,0,0,5,0,19,5,0,11,5,50,0,0,2,1,5,22.0,8.0,0.96,476.5999,0,185,19,12,-0.8883,-0.0001
30468,4289,2013,95,0,201,2,1,28,115,0,34,28,131,0,10,16,16,21,36,432,1,26,0,6,3,11,27,1,2,3,2,4,0,0,2,4,1,21,0,0,14,3,26,0,0,2,0,1,2.0,2.0,-1.0662,323.8999,0,85,13,7,0.3421,-0.3279
30474,4289,2013,99,0,201,2,1,29,117,0,31,23,127,0,9,14,12,30,33,453,0,22,0,1,0,1,23,4,0,0,0,4,0,0,1,2,1,7,1,0,2,1,22,0,0,0,0,6,6.0,1.0,0.4003,123.5,0,87,6,2,0.0414,0.0183
30615,4309,2013,17,0,201,2,1,23,98,0,32,19,104,0,5,18,18,25,23,370,0,9,0,1,0,0,18,5,0,1,2,7,0,0,0,1,0,2,0,0,0,0,9,0,0,0,1,0,9.0,7.0,-0.1243,59.8,0,69,1,2,-0.5484,-0.7812
31507,4353,2013,31,0,201,2,1,147,586,0,166,89,636,65,42,69,65,174,156,2291,1,28,25,7,8,0,119,28,3,3,6,13,1,0,2,3,2,2,13,12,1,1,3,0,0,9,6,0,1.0,1.0,-0.3268,675.3008,0,442,1,2,2.266,1.6807
32379,4407,2013,27,0,201,2,1,54,198,0,42,34,215,0,14,12,10,58,62,759,1,42,0,4,4,2,34,6,0,2,1,1,1,0,3,1,1,8,8,0,5,3,42,0,0,7,1,17,37.0,6.0,2.7221,388.2999,0,163,25,4,1.6236,2.2404
34159,4553,2013,25,0,201,2,1,83,324,0,92,36,364,0,28,46,42,100,96,1222,1,60,0,9,4,2,68,14,1,8,4,6,0,0,5,3,3,29,11,0,5,3,60,0,0,8,3,7,43.0,12.0,-1.8788,436.2997,0,250,14,16,0.2767,-0.7098
35063,4621,2013,26,0,201,2,1,27,113,0,34,16,120,0,5,12,10,22,38,415,0,24,0,0,1,1,25,7,0,0,1,1,0,0,0,0,2,9,3,0,2,1,24,0,0,2,1,3,13.0,3.0,0.434,154.2,0,81,9,3,0.4579,0.1068
35385,4638,2013,17,0,201,2,1,0,2,0,0,0,2,0,0,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0939,3.8,0,2,0,0,0.0074,0.0507
35845,4659,2013,105,0,201,2,1,162,646,0,173,93,712,60,51,105,91,190,189,2464,2,28,28,5,15,0,118,26,5,9,3,26,0,0,0,7,1,0,12,13,0,0,0,1,0,12,1,0,0.0,0.0,-3.1048,660.7006,0,488,0,0,0.0331,-1.6672
36042,4665,2013,17,0,201,2,1,185,718,0,191,123,795,83,63,87,82,206,200,2902,2,30,30,13,9,0,131,43,4,10,8,9,0,0,0,8,0,0,14,18,0,0,0,1,1,12,8,0,0.0,0.0,-0.3329,777.0004,0,557,0,0,3.9878,1.6464
36484,4672,2013,26,0,201,2,1,6,26,0,8,4,26,0,0,2,2,7,7,86,2,7,0,0,1,6,7,1,0,0,0,0,0,0,0,0,0,7,1,0,7,1,7,0,0,0,0,0,0.0,0.0,-0.4305,45.9,0,20,1,1,0.3005,0.1816
37016,4689,2013,23,0,201,2,1,44,176,0,46,35,196,0,15,23,23,39,58,718,2,25,0,2,3,1,31,6,1,3,2,7,0,0,5,1,1,10,0,0,1,0,25,0,0,3,2,1,11.0,5.0,0.0113,200.0,0,134,9,7,-0.0222,-0.2836
38228,4726,2013,18,0,201,2,1,5,21,0,6,3,26,0,5,5,5,8,3,81,0,21,0,0,2,0,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,21,0,0,0,0,4,8.0,2.0,-0.4127,42.8,0,15,3,4,-0.0064,-0.406
39816,4825,2013,99,0,201,2,1,63,225,0,44,50,260,0,28,17,16,76,54,930,2,58,0,4,6,30,31,10,3,2,2,1,0,0,2,1,2,45,7,0,34,4,58,0,0,3,2,4,17.0,6.0,2.1765,554.4997,0,191,29,9,1.7259,2.4262
40096,4858,2013,18,0,201,2,1,7,30,0,8,3,30,6,0,4,4,11,6,98,0,1,1,1,0,0,4,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,-0.2881,35.8,0,21,0,0,-0.0738,-0.0135
40647,4883,2013,27,0,201,2,1,34,142,0,41,29,153,15,10,20,15,47,23,577,0,7,7,2,2,0,29,10,0,1,1,1,0,0,0,1,0,0,3,1,0,0,0,0,0,2,0,0,0.0,0.0,-0.7292,144.0,0,102,0,0,1.1426,-0.0215
41213,4918,2013,31,0,201,2,1,42,152,0,30,28,160,14,8,7,4,57,32,592,1,6,6,5,1,0,25,4,0,0,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,2,0,0.0,0.0,1.4521,179.6,0,127,0,0,1.4576,2.1646
41375,4924,2013,22,0,201,2,1,147,572,0,158,94,611,65,26,63,58,178,144,2078,2,26,26,4,6,0,114,25,6,5,3,16,0,1,0,4,1,0,18,12,0,0,0,0,0,4,6,0,0.0,0.0,-0.1794,585.5995,0,443,0,0,2.4473,1.9939
45067,5052,2013,99,0,201,2,1,94,368,0,97,64,390,3,17,30,30,91,116,1378,2,40,2,8,1,2,66,19,1,1,2,10,1,0,3,4,3,10,9,1,4,0,38,0,0,3,1,0,34.0,6.0,1.27,361.8,0,284,11,6,0.9966,1.9345
46043,5087,2013,20,0,201,2,1,158,619,0,155,96,681,78,52,77,73,181,182,2454,1,26,26,7,11,0,118,24,2,4,1,12,0,0,0,7,4,0,8,14,0,0,0,1,0,7,2,0,0.0,0.0,-0.2235,720.9999,0,475,0,0,2.2333,1.0321
46870,5125,2013,27,0,201,2,1,42,164,0,41,24,190,0,22,22,20,45,51,687,1,37,0,2,4,4,32,5,1,0,0,4,0,0,1,1,3,17,6,0,6,2,37,0,0,3,0,8,12.0,4.0,0.1323,322.9001,0,127,15,8,-0.4296,-0.22
47074,5126,2013,23,0,201,2,1,9,39,0,11,4,41,0,2,7,1,13,8,120,0,5,0,1,1,0,7,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,3.0,1.0,-0.0312,59.2,0,27,2,2,0.214,-0.3759
47430,5155,2013,20,0,201,2,1,40,148,0,31,40,169,0,17,17,17,44,35,630,1,27,0,4,3,1,17,6,2,1,1,7,0,0,0,2,1,10,2,0,5,4,27,0,0,0,0,2,17.0,7.0,0.1102,247.1,0,121,8,5,-0.3264,0.1844
48910,5221,2013,17,0,201,2,1,19,76,0,21,12,91,0,14,9,9,25,18,336,2,9,0,0,0,0,10,6,0,0,1,4,1,0,0,1,1,3,4,0,0,0,9,0,0,0,0,0,13.0,5.0,-0.1318,38.3,0,59,0,2,-0.6578,0.0006
49736,5242,2013,99,0,201,2,1,133,504,0,128,88,545,58,29,44,43,164,128,1896,1,25,25,6,7,0,100,23,5,5,0,5,0,0,0,4,2,0,11,8,0,0,0,0,0,6,5,0,0.0,0.0,1.5033,534.7998,0,400,0,0,3.9024,3.7288
50000,5247,2013,24,0,201,2,1,19,74,0,17,18,78,0,4,4,4,20,18,289,0,21,0,3,0,1,13,3,0,0,0,1,0,0,0,1,0,9,1,0,1,0,21,0,0,0,0,4,9.0,2.0,0.3847,123.4,0,57,8,3,0.5881,0.6922
51139,5277,2013,105,0,201,2,1,25,97,0,26,14,112,9,14,13,11,24,32,409,0,5,5,1,2,0,17,5,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0.0,-0.2223,107.3,0,75,0,0,-0.223,0.0525
51454,5280,2013,95,0,201,2,1,1,6,0,2,2,6,0,0,1,1,2,0,24,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1.0,1.0,-0.1492,15.0,0,4,1,1,0.1263,-0.0604
54175,5391,2013,95,0,201,2,1,197,776,0,208,125,846,87,56,109,107,205,240,3062,0,32,32,10,13,0,141,42,3,7,7,18,0,0,1,8,4,0,13,12,0,0,0,8,2,16,3,0,0.0,0.0,-1.3968,781.5002,0,591,0,0,3.3355,0.9468
55188,5406,2013,25,0,201,2,1,91,335,0,79,66,394,0,51,27,27,101,92,1437,0,60,0,0,2,0,63,13,1,4,1,2,1,0,4,5,3,22,11,0,0,0,60,0,0,5,1,4,38.0,10.0,-0.0601,266.7,0,273,11,10,0.9143,1.87
55657,5415,2013,95,0,201,2,1,34,124,0,26,23,146,0,17,16,16,39,37,529,1,26,0,2,3,0,22,3,1,1,1,0,0,0,2,3,3,8,1,0,1,1,26,0,0,3,1,4,17.0,5.0,-0.7682,183.7999,0,103,9,6,0.5643,0.1423
57149,5471,2013,17,0,201,2,1,12,54,0,18,3,56,2,2,10,10,19,14,200,1,6,1,0,1,0,12,3,0,0,0,3,0,0,0,0,0,2,1,0,0,0,5,0,0,1,0,0,3.0,0.0,-0.5619,49.7,0,37,0,1,-0.2785,-0.4053
