id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
11890,2386,2012,26,0,201,2,1,97,376,0,110,31,420,39,33,53,50,148,92,1482,0,34,14,8,7,0,77,23,2,6,5,5,0,0,3,6,3,6,13,5,1,1,20,0,0,6,5,4,27.0,3.0,0.1817,438.7999,0,291,9,2,0.9951,0.0585
15803,3006,2012,31,0,201,2,1,102,368,0,75,69,414,54,38,40,34,130,95,1495,0,30,15,9,5,2,55,7,4,1,0,13,1,0,0,3,3,5,8,8,2,0,15,0,0,8,2,3,8.0,2.0,1.3629,460.6999,0,306,7,5,0.5967,1.9545
17640,3217,2012,19,0,201,2,1,199,748,0,183,107,822,96,61,76,72,231,228,2909,0,30,30,14,9,0,138,27,3,5,3,15,1,0,2,6,5,0,20,19,0,0,0,1,1,16,3,0,0.0,0.0,1.9249,804.6998,0,597,0,0,3.2066,3.6717
19988,3488,2012,19,0,201,2,1,25,91,0,20,17,98,14,6,8,8,34,21,348,0,9,3,2,1,3,10,6,1,0,2,2,0,0,1,0,0,6,3,2,4,1,6,0,0,0,0,0,0.0,0.0,0.0776,118.3,0,75,3,2,0.5242,0.5616
20998,3586,2012,31,0,201,2,1,16,59,0,14,9,62,0,2,6,6,23,13,201,0,6,0,0,0,0,9,2,0,1,0,3,0,0,1,1,0,3,1,0,0,0,6,0,0,2,1,0,8.0,1.0,0.3736,44.9,0,48,1,0,-0.0245,0.2133
21273,3592,2012,17,0,201,2,1,149,569,0,149,86,616,84,35,64,57,199,134,2158,1,23,22,8,8,0,104,31,2,3,2,12,0,0,0,7,7,1,21,13,0,0,1,3,2,9,5,0,2.0,0.0,0.1863,579.3001,0,448,0,0,2.6623,1.9423
21574,3607,2012,21,0,201,2,1,6,31,0,13,3,33,0,2,9,9,6,9,115,1,3,0,0,0,0,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,3.0,1.0,-0.1462,11.3,0,19,0,1,0.117,-0.5826
21778,3628,2012,24,0,201,2,1,19,76,0,18,13,83,0,6,12,11,21,23,287,1,11,0,1,2,0,12,1,0,0,0,5,0,0,0,3,1,6,0,0,0,0,11,0,0,0,0,2,8.0,3.0,-0.7444,62.5,0,58,2,4,-0.4486,-0.3528
22552,3770,2012,20,0,201,2,1,151,570,0,138,98,626,72,45,64,59,177,157,2267,1,23,22,10,8,0,100,19,3,6,7,12,0,0,0,7,2,1,14,13,0,0,1,5,2,25,3,0,0.0,0.0,0.9752,617.6998,0,454,0,0,2.8473,2.0602
23914,3890,2012,19,0,201,2,1,195,731,0,176,110,805,92,61,81,74,248,196,2785,0,28,28,10,11,0,112,48,6,5,7,9,1,0,3,7,2,0,17,18,0,0,0,4,0,11,4,0,0.0,0.0,0.8676,830.5001,0,585,0,0,4.477,2.8285
