id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
4911,2733,2012,13,0,200,1,1,0,546,140,98,649,2565,149,146,16,2,19,81,84,6,6,91,4,9,2,10,0,0,2.701,0,-0.428,0.794
10147,3441,2012,13,0,200,1,1,0,3,0,1,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1683,0,0.0,-0.0711
11037,3542,2012,3,0,200,1,1,0,578,136,102,695,2794,162,162,7,4,33,80,91,6,6,112,8,14,0,5,0,0,2.4238,0,0.3277,2.4756
11682,3578,2012,9,0,200,1,1,0,18,2,5,20,83,11,4,0,1,0,1,1,1,0,2,0,0,0,0,0,0,-0.2516,0,0.0,-0.0499
11684,3578,2012,104,0,200,1,1,0,340,80,62,384,1415,104,99,21,3,4,42,35,20,3,36,3,3,7,1,0,0,-1.1416,1,1.2536,0.9786
11986,3602,2012,14,0,200,1,1,0,60,21,3,70,245,89,15,4,1,0,10,10,0,0,8,0,1,0,2,0,0,0.2203,0,0.3763,0.5261
12804,3650,2012,104,0,200,1,1,0,572,165,63,637,2187,141,140,26,3,4,78,51,44,14,39,0,4,20,4,2,0,1.8023,0,-2.3528,0.3871
13398,3692,2012,13,0,200,1,1,0,420,106,57,464,1642,124,111,21,1,14,46,46,4,2,40,1,6,0,4,0,0,-0.4173,0,0.2889,0.0692
16023,3951,2012,11,0,200,1,1,0,21,0,8,22,77,24,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.4675,0,0.0,-0.5396
16932,4009,2012,103,0,200,1,1,0,159,22,22,184,587,56,51,4,1,2,14,10,0,0,14,0,1,9,2,0,0,-1.6593,0,1.1224,-0.5169
17103,4013,2012,94,0,200,1,1,0,407,91,72,459,1633,147,140,19,1,4,42,35,1,1,39,0,9,9,3,1,0,-2.3218,0,-0.7683,0.2522
17916,4071,2012,1,0,200,1,1,0,475,117,64,528,1849,130,127,23,4,10,46,60,0,1,32,0,10,12,7,2,0,-0.8499,0,-6.0646,1.0742
18764,4128,2012,93,0,200,1,1,0,9,4,0,10,31,7,2,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0.0049,0,0.3134,0.1249
18766,4128,2012,8,0,200,1,1,0,4,1,2,4,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157,1,0.0,-0.0231
20016,4233,2012,104,0,200,1,1,0,58,9,11,67,233,25,14,1,0,2,7,8,1,0,7,0,1,1,1,0,0,-0.7513,0,0.2768,-0.2766
20066,4235,2012,9,0,200,1,1,0,153,35,27,160,557,58,43,7,1,1,17,12,5,3,7,0,2,0,0,0,0,-0.6378,0,0.1336,-0.1606
20851,4270,2012,94,0,200,1,1,0,38,8,7,49,170,12,12,1,0,0,2,1,0,0,8,0,2,3,0,0,0,-0.6048,0,-0.303,-0.3084
22196,4340,2012,13,0,200,1,1,0,415,110,73,474,1802,118,114,18,0,11,58,53,4,1,36,0,14,15,5,3,0,-0.2428,0,-0.1622,3.1899
23129,4372,2012,9,0,200,1,1,0,227,51,48,262,1024,83,64,12,0,9,35,37,10,5,33,5,4,0,2,0,0,-0.4626,0,1.374,0.0114
23513,4384,2012,16,0,200,1,1,0,370,115,79,422,1742,102,99,30,8,9,65,54,7,8,49,0,4,0,3,0,0,1.9919,0,-1.2811,2.9704
23913,4420,2012,6,0,200,1,1,0,201,51,29,237,949,61,59,7,0,3,22,21,1,1,32,0,8,0,3,1,0,-0.2329,0,-0.6763,0.6957
24321,4428,2012,104,0,200,1,1,0,599,165,79,652,2349,149,148,29,11,3,68,52,39,11,43,1,12,6,4,0,0,-0.3138,0,1.4047,2.7323
25941,4536,2012,93,0,200,1,1,0,83,19,15,89,343,34,17,5,1,2,6,14,1,4,5,0,0,1,0,0,0,-0.1503,0,0.2633,-0.327
27125,4600,2012,8,0,200,1,1,0,511,143,52,572,2029,139,120,27,7,3,75,34,48,18,47,3,3,8,4,2,0,1.398,0,3.406,0.596
27500,4609,2012,4,0,200,1,1,0,157,31,37,178,655,67,37,6,0,5,21,18,4,1,17,1,1,2,1,1,0,0.2456,0,0.4596,-0.8981
27980,4620,2012,103,0,200,1,1,0,389,79,57,444,1656,126,112,9,1,1,22,24,1,0,44,6,17,6,5,0,0,-4.2943,0,-2.3469,-1.4656
28290,4628,2012,8,0,200,1,1,0,6,1,2,7,29,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4975,0,0.0,0.024
29312,4658,2012,4,0,200,1,1,0,576,143,141,629,2393,154,150,30,2,27,71,88,8,3,47,2,7,1,3,2,0,0.4944,0,1.9428,-0.1693
29613,4667,2012,6,0,200,1,1,0,533,167,22,568,1919,139,129,31,1,3,54,68,0,1,30,2,16,0,3,1,1,1.0951,0,-4.2157,0.222
29793,4673,2012,16,0,200,1,1,0,579,163,149,636,2403,156,154,36,3,33,85,117,1,0,47,3,8,2,6,1,1,1.8602,0,-1.1557,1.8116
30998,4714,2012,2,0,200,1,1,0,308,83,45,328,1238,95,78,11,2,7,34,29,11,3,19,1,8,0,1,0,0,-0.888,0,1.8581,-0.0383
32006,4791,2012,4,0,200,1,1,0,120,26,18,130,435,70,35,2,0,0,10,4,0,0,2,0,3,8,0,0,0,-1.8315,0,-0.2543,-0.8496
33030,4848,2012,16,0,200,1,1,0,129,27,38,146,580,53,32,7,1,3,16,18,1,1,11,0,1,5,1,0,0,0.0185,0,0.7795,0.3483
33717,4889,2012,3,0,200,1,1,0,49,8,9,54,203,12,12,2,0,0,3,3,1,0,5,0,1,0,0,0,0,-0.1049,0,0.1227,-0.4011
34620,4945,2012,5,0,200,1,1,0,188,50,32,213,779,55,47,13,0,1,20,21,0,0,24,1,5,0,1,0,0,0.089,0,-0.4686,1.1626
35416,4991,2012,7,0,200,1,1,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668,0,0.0,-0.1225
35418,4991,2012,93,0,200,1,1,0,15,1,4,17,58,10,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,-0.4182,1,-0.1658,-0.374
35421,4991,2012,10,0,200,1,1,0,39,5,7,40,135,13,9,2,0,0,2,1,0,0,1,0,3,0,0,0,0,-0.5184,2,-0.0333,-0.5722
36560,5018,2012,7,0,200,1,1,0,339,87,74,382,1488,101,100,14,0,11,36,44,1,0,29,0,8,8,4,2,0,-1.3062,0,-5.0934,2.1151
37157,5031,2012,11,0,200,1,1,0,10,3,0,10,31,3,2,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0.0041,0,-0.0728,0.0359
37559,5037,2012,6,0,200,1,1,0,541,144,50,584,2028,146,141,37,1,7,56,57,1,0,36,1,14,1,6,0,0,-1.3556,0,-2.0404,1.0282
37625,5040,2012,103,0,200,1,1,0,548,138,77,593,2003,152,148,30,0,6,36,47,1,1,32,8,17,11,2,0,0,-3.3521,0,-2.7355,2.2089
38901,5076,2012,103,0,200,1,1,0,560,143,97,635,2222,151,145,18,5,5,68,39,42,14,43,3,6,28,4,0,0,-0.9605,0,2.4491,-0.7467
39812,5130,2012,3,0,200,1,1,0,395,79,74,441,1700,116,115,12,0,7,45,42,1,0,37,0,13,6,2,1,0,-2.4781,0,-1.4351,1.3255
40430,5137,2012,5,0,200,1,1,0,132,33,23,145,541,44,35,6,0,1,14,13,4,2,11,0,5,2,0,0,0,-0.5598,0,-0.1384,0.0648
40536,5138,2012,7,0,200,1,1,0,6,1,0,10,37,5,1,0,0,0,2,1,0,0,4,0,0,0,0,0,0,-0.0068,0,0.0016,0.0675
43249,5296,2012,6,0,200,1,1,0,465,137,59,491,1654,125,124,33,1,2,51,47,0,0,18,2,18,1,4,2,1,-1.7514,0,-0.444,1.6757
43765,5315,2012,14,0,200,1,1,0,421,99,95,450,1626,120,119,13,0,13,46,59,0,0,23,0,18,0,4,2,0,-0.5876,0,-1.8878,1.2626
45863,5386,2012,2,0,200,1,1,0,615,164,95,663,2425,152,149,23,4,26,87,89,6,6,41,3,12,2,4,1,0,-0.8899,0,1.4139,1.5722
48018,5480,2012,4,0,200,1,1,0,102,25,31,115,444,35,31,7,0,0,12,17,0,0,8,0,1,2,3,0,0,0.1086,0,-0.9757,0.1141
49797,5551,2012,4,0,200,1,1,0,107,28,22,114,404,46,19,5,2,0,10,11,0,1,6,0,4,0,1,0,0,-0.4113,0,1.3996,-0.2892
51000,5604,2012,11,0,200,1,1,0,571,155,97,645,2390,155,145,23,4,10,82,50,42,6,70,0,3,0,3,1,0,0.294,0,-1.6582,2.058
51881,5635,2012,16,0,200,1,1,0,245,38,73,295,1142,106,80,7,0,0,29,16,5,1,34,0,3,11,4,1,0,-2.228,0,0.7116,-1.4742
53581,5696,2012,103,0,200,1,1,0,263,58,36,276,902,85,69,12,1,3,22,17,0,0,3,0,7,8,1,1,0,-2.1285,0,0.4794,-0.935
54251,5708,2012,104,0,200,1,1,0,260,59,39,289,1143,77,77,11,2,3,29,17,18,2,23,1,4,3,3,0,0,-1.2993,0,1.2997,-0.4151
54637,5713,2012,14,0,200,1,1,0,480,150,90,529,1885,126,120,22,2,43,93,112,0,0,40,1,14,0,8,1,0,3.1839,0,-2.2942,4.4619
54984,5719,2012,11,0,200,1,1,0,416,91,126,464,1811,131,130,20,1,12,45,37,1,0,38,0,14,8,1,1,0,-1.83,0,-0.9552,1.6094
55824,5746,2012,5,0,200,1,1,0,76,16,8,86,331,20,19,4,0,0,5,9,0,0,10,0,3,0,0,0,0,-0.6803,0,-0.3351,-0.1291
56378,5765,2012,12,0,200,1,1,0,605,172,100,643,2191,150,148,32,2,23,88,84,0,0,28,2,12,1,6,3,0,0.7453,0,-3.7732,0.427
57315,5789,2012,14,0,200,1,1,0,171,46,22,187,682,49,49,10,2,2,21,11,0,0,15,1,4,1,0,0,0,0.3437,0,-0.3728,0.6515
58494,5825,2012,13,0,200,1,1,0,18,6,5,23,99,19,1,3,0,1,2,9,0,0,2,0,0,0,3,0,0,0.4471,0,0.0089,0.1032
58994,5837,2012,6,0,200,1,1,0,459,133,66,482,1669,111,106,25,8,9,79,42,19,11,19,0,6,1,2,1,0,0.0275,0,1.8923,3.0208
59306,5841,2012,94,0,200,1,1,0,242,68,46,258,915,69,66,11,0,5,19,19,1,0,15,2,8,1,0,0,0,-0.2982,0,-0.3837,0.383
59403,5842,2012,2,0,200,1,1,0,518,129,33,589,2159,151,151,27,2,12,74,69,2,4,56,0,15,10,4,1,0,1.3598,0,2.4022,-0.0039
64399,5991,2012,10,0,200,1,1,0,172,55,19,185,656,54,46,11,0,2,26,17,0,0,11,1,5,0,1,1,0,-0.1347,0,0.5145,0.863
