ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
16500,Djoka Pasic,66.2,12,28,35,1.6,3.8,4.7
15772,Brad Burnett,66.0,9,30,56,1.2,4.1,7.6
14618,Les Almond,65.2,12,36,38,1.6,4.9,5.2
14669,Jorge Garcia,65.2,7,44,43,1.0,6.0,5.9
15551,Jacques Bonnet,65.0,7,30,39,1.0,4.2,5.4
15961,Carl Spackler,64.1,7,25,25,1.0,3.5,3.5
16596,Alex Vasquez,64.1,5,26,27,0.7,3.6,3.8
13994,Juan Medellin,63.2,9,21,47,1.3,3.0,6.6
15240,Ray Fell,63.0,3,18,48,0.4,2.6,6.9
14746,Danny Pacheco,63.0,8,21,47,1.1,3.0,6.7
14035,Willie Carrola,62.0,3,43,38,0.4,6.2,5.5
14520,Andy Spicer,62.0,6,38,41,0.9,5.5,6.0
13838,Ignacio Gamez,61.2,7,23,44,1.0,3.4,6.4
14432,Omar Martinez,61.2,9,15,49,1.3,2.2,7.2
13767,Gilbert Waterman,61.2,5,30,39,0.7,4.4,5.7
14315,Ciaran Munro,61.1,11,25,33,1.6,3.7,4.8
15071,Frans Spanjaard,61.1,6,18,43,0.9,2.6,6.3
14921,Min-kyu Ahn,61.0,14,48,40,2.1,7.1,5.9
16849,Daryl Egan,60.2,2,16,56,0.3,2.4,8.3
14360,Roberto Fujii,60.2,1,22,36,0.1,3.3,5.3
15401,Tonny Hage,60.2,8,13,41,1.2,1.9,6.1
15638,Brad Hall,60.0,8,23,38,1.2,3.5,5.7
15647,Bill Wise,59.0,4,26,39,0.6,4.0,5.9
13353,Steve Alexander,58.2,4,34,36,0.6,5.2,5.5
14675,Reuben Bennis,58.1,2,12,29,0.3,1.9,4.5
15225,Maimun bin Asif,57.2,1,18,34,0.2,2.8,5.3
14459,Justin Cosgrove,57.2,4,21,34,0.6,3.3,5.3
14413,Luis Ruiz,57.2,4,14,53,0.6,2.2,8.3
14690,Willie de Leon,57.0,7,31,30,1.1,4.9,4.7
16076,Mike Salvador,57.0,5,25,27,0.8,3.9,4.3
15499,Pablo Mata,56.2,5,20,20,0.8,3.2,3.2
14464,Tsutomu Morimoto,56.2,3,18,42,0.5,2.9,6.7
15207,Jonathan Berrios,56.0,7,27,37,1.1,4.3,5.9
15817,Josh Sullivan,56.0,7,28,39,1.1,4.5,6.3
14782,Malcolm van der Poel,56.0,5,15,31,0.8,2.4,5.0
16385,Dean Wheeler,55.0,4,22,24,0.7,3.6,3.9
14484,Giacomo Bianchi,54.1,6,14,45,1.0,2.3,7.5
13584,Jin-hoe Kim,54.1,2,3,41,0.3,0.5,6.8
14635,Douglas Plug,54.1,4,33,28,0.7,5.5,4.6
15430,Dong-hwan Jeon,54.0,8,17,36,1.3,2.8,6.0
14544,Martin Hanlon,53.0,4,36,29,0.7,6.1,4.9
16841,Arturo Alvarado,52.2,2,27,30,0.3,4.6,5.1
15021,Mike Knight,52.2,6,15,43,1.0,2.6,7.3
15103,Kyle Gamblin,52.0,5,14,32,0.9,2.4,5.5
14727,Jesus Garza,52.0,8,17,36,1.4,2.9,6.2
15159,Nebosja Zecevic,52.0,5,15,9,0.9,2.6,1.6
16091,Jin-ho Kim,51.1,2,20,20,0.4,3.5,3.5
13958,Belarmino Mrtires,51.1,5,25,39,0.9,4.4,6.8
14346,Ljuba Drulovic,51.0,6,18,41,1.1,3.2,7.2
14709,Ata Yushua,51.0,0,14,31,0.0,2.5,5.5
16376,Charles Oakes,50.2,7,31,26,1.2,5.5,4.6
14095,Conrad Houwers,50.0,4,21,28,0.7,3.8,5.0
16002,Armando Serna,50.0,6,24,23,1.1,4.3,4.1
14357,Seung-hwa Jang,49.2,4,33,36,0.7,6.0,6.5
14339,Vuk Milkovic,49.2,7,26,28,1.3,4.7,5.1
14393,Emilio Ramirez,49.1,1,15,41,0.2,2.7,7.5
13964,Pete Brenna,49.0,9,16,37,1.7,2.9,6.8
13892,Hiroya Tanigawa,49.0,4,17,32,0.7,3.1,5.9
14552,Johnathon Potter,48.2,11,13,33,2.0,2.4,6.1
15048,Kurt Tobin,48.2,5,26,33,0.9,4.8,6.1
14421,Ugo Ulleri,48.0,1,20,35,0.2,3.8,6.6
14737,Melchiore Dabell,47.1,6,23,27,1.1,4.4,5.1
16629,Jose Mier,47.1,2,16,31,0.4,3.0,5.9
14595,Ryan van Kampen,47.1,11,20,32,2.1,3.8,6.1
14744,Slobodan Solevic,47.0,2,26,28,0.4,5.0,5.4
15958,Abdul-Jabbar bin Harun,46.2,7,14,34,1.4,2.7,6.6
14584,Tiziano Fantini,46.2,4,13,36,0.8,2.5,6.9
14549,Ryan Friedrich,46.2,4,17,23,0.8,3.3,4.4
13023,Riley Mitchell,46.2,5,24,37,1.0,4.6,7.1
17184,Murtadhy Sameer,46.2,3,21,26,0.6,4.0,5.0
14179,Tony Diaz,46.1,0,14,28,0.0,2.7,5.4
14480,Alfie Duke,46.1,6,19,25,1.2,3.7,4.9
15423,Vittoriano Macaluso,46.1,4,15,33,0.8,2.9,6.4
15989,Danny Girard,46.0,2,33,26,0.4,6.5,5.1
15461,Victor Groeneveld,46.0,2,27,31,0.4,5.3,6.1
14622,Dong-choon Shin,45.2,3,24,28,0.6,4.7,5.5
14557,Greg West,45.2,2,16,32,0.4,3.2,6.3
