ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
10590,JOE WEIGEL,121.1,11,39,85,0.8,2.9,6.3
11961,Yazeed bin Suhail,120.2,4,91,54,0.3,6.8,4.0
11921,Andy Piercey,120.2,9,34,81,0.7,2.5,6.0
11475,JESUS COTTO,119.1,10,47,88,0.8,3.5,6.6
11426,ELDON LEMESSURIER,119.0,11,62,82,0.8,4.7,6.2
11569,ROY STEEL,118.2,6,42,78,0.5,3.2,5.9
12949,PETE DRAPCHO,118.0,5,42,61,0.4,3.2,4.7
13784,MIKE VERHAPPEN,118.0,5,44,76,0.4,3.4,5.8
12716,Rafi bin Hatim,114.1,7,53,52,0.6,4.2,4.1
13098,Edgar Martinez,114.0,15,36,81,1.2,2.8,6.4
14512,David More,114.0,14,50,66,1.1,3.9,5.2
15776,Alberto Ortiz,114.0,10,39,48,0.8,3.1,3.8
13047,Shaun Crouch,108.2,15,43,59,1.2,3.6,4.9
12810,Nicky Beaumont,108.1,8,31,52,0.7,2.6,4.3
13051,Adrian Gutierrez,107.1,12,39,51,1.0,3.3,4.3
13421,Frits Vuijk,106.2,7,41,59,0.6,3.5,5.0
12855,Ole van den Hoogen,105.2,11,35,70,0.9,3.0,6.0
11578,Edwin Zapata,103.2,10,47,58,0.9,4.1,5.0
12264,Tony Martinez,103.0,17,51,56,1.5,4.5,4.9
13921,Foppe Rutte,103.0,15,40,62,1.3,3.5,5.4
15007,Vaclav Hoving,102.0,5,35,66,0.4,3.1,5.8
11316,Bobby Robledo,99.1,12,45,60,1.1,4.1,5.4
14620,Vladislav Mandaric,98.0,14,57,64,1.3,5.2,5.9
14394,Marcus Konings,97.0,12,39,55,1.1,3.6,5.1
14496,Jeff Buonaiuti,94.0,6,45,62,0.6,4.3,5.9
12921,KOICHI SASAKI,94.0,13,34,76,1.2,3.3,7.3
13688,Denny Salcedo,93.1,12,49,71,1.2,4.7,6.8
12450,JUSTIN MANEILLI,92.0,8,28,72,0.8,2.7,7.0
11114,Travis Himes,90.2,7,48,48,0.7,4.8,4.8
15628,Vladimir Plavsic,90.2,7,45,69,0.7,4.5,6.8
13579,Dushan Randjelovic,90.2,13,39,29,1.3,3.9,2.9
12339,MANUEL BARRIENTOS,90.1,12,28,66,1.2,2.8,6.6
11538,ADRIAN DAVIES,90.1,6,49,61,0.6,4.9,6.1
13858,John Dominey,89.2,5,25,25,0.5,2.5,2.5
12733,Ostoja Skerlic,89.0,8,31,23,0.8,3.1,2.3
13713,Dong-chan Cho,88.2,7,33,47,0.7,3.3,4.8
13238,Roberto Fuentes,86.1,9,37,50,0.9,3.9,5.2
10608,Cody Hillock,85.2,5,20,60,0.5,2.1,6.3
13042,Jose Martinez,84.2,11,28,47,1.2,3.0,5.0
13133,Antonio Aquino,84.1,15,38,43,1.6,4.1,4.6
12572,Danny Aceituno,81.0,5,45,40,0.6,5.0,4.4
14387,Darren Hawkins,80.0,6,34,57,0.7,3.8,6.4
13087,Dario Gomez,79.1,16,39,37,1.8,4.4,4.2
12688,Isam bin Dharr,77.0,11,28,34,1.3,3.3,4.0
11890,Milan Andric,76.1,9,42,49,1.1,5.0,5.8
11800,ABDUL-NASIR FAKHRY,76.0,5,17,54,0.6,2.0,6.4
16174,Joong-hee Lee,75.1,11,35,48,1.3,4.2,5.7
11604,IVAN ANDRIC,75.0,2,23,56,0.2,2.8,6.7
10562,SEAN HENDERSON,73.0,6,39,39,0.7,4.8,4.8
13272,Jamie Wells,72.0,7,19,50,0.9,2.4,6.2
12891,Matt Miller,71.1,4,44,32,0.5,5.6,4.0
10449,Kyle Michael,71.0,6,26,48,0.8,3.3,6.1
13390,Jeremy Youngberry,71.0,8,44,50,1.0,5.6,6.3
10976,MARK ROGERS,70.2,6,23,41,0.8,2.9,5.2
10641,ALEC EVANS,70.1,10,33,52,1.3,4.2,6.7
12898,Freddy Fuentes,70.1,10,20,29,1.3,2.6,3.7
11882,Leonor Accioli,69.2,0,14,47,0.0,1.8,6.1
11701,MANNY AVALOS,69.2,13,27,53,1.7,3.5,6.8
12072,Khoury bin Suhayl,69.2,3,23,51,0.4,3.0,6.6
14711,Honório Imaginrio,69.0,11,34,39,1.4,4.4,5.1
13475,Carlton Scott,68.0,3,21,35,0.4,2.8,4.6
14518,Elias Franco,67.2,4,26,34,0.5,3.5,4.5
10961,Chris Palladino,67.2,2,13,47,0.3,1.7,6.3
14643,Carlos Sanchez,66.2,9,28,49,1.2,3.8,6.6
10995,Tony Aguilar,66.1,10,21,52,1.4,2.8,7.1
12159,Moses Dekker,66.1,2,41,47,0.3,5.6,6.4
12202,Alejandro Arocha,66.0,5,28,43,0.7,3.8,5.9
16393,Mike Bruce,66.0,2,28,47,0.3,3.8,6.4
10634,Doug Schueller,66.0,2,20,41,0.3,2.7,5.6
12506,Bakir bin Yazid,65.1,4,25,33,0.6,3.4,4.5
13393,Jonathan Patrick,65.1,7,27,43,1.0,3.7,5.9
12457,Logan Barry,65.0,4,20,49,0.6,2.8,6.8
13048,Dylan Bartosz,65.0,11,29,36,1.5,4.0,5.0
10667,Gervasio Atares,64.2,4,31,41,0.6,4.3,5.7
10626,RUBEN MEASTAS,64.2,11,17,47,1.5,2.4,6.5
11879,Michael del Carmen,64.1,3,18,45,0.4,2.5,6.3
11937,Marcus Miller,64.1,5,24,54,0.7,3.4,7.6
14411,Eric Gates,64.0,3,45,35,0.4,6.3,4.9
14166,Hyeon-sang Kim,64.0,7,27,43,1.0,3.8,6.0
13456,Seiichiro Koga,64.0,8,28,45,1.1,3.9,6.3
15815,Armando Rendon,64.0,6,35,40,0.8,4.9,5.6
11676,RYUZO TABUCHI,64.0,5,26,37,0.7,3.7,5.2
11828,Dan Gilles,62.2,5,17,38,0.7,2.4,5.5
15595,Hyung-hwa Kim,62.2,5,32,29,0.7,4.6,4.2
13520,Silvano Cato,62.1,4,25,43,0.6,3.6,6.2
11795,JOSE RUIZ,62.0,10,34,40,1.5,4.9,5.8
12646,Eligio Bottesini,61.2,8,17,47,1.2,2.5,6.9
14819,Victor Agramonte,61.1,2,18,54,0.3,2.6,7.9
13141,Jovan Djorovic,61.1,5,26,41,0.7,3.8,6.0
11599,ENRIQUE SORIA,61.0,8,17,45,1.2,2.5,6.6
12448,SOTAN NAKADA,60.1,2,24,37,0.3,3.6,5.5
14738,Nasir al Din bin Wafiq,59.2,8,28,14,1.2,4.2,2.1
13525,Dobrica Gorkic,59.1,9,20,34,1.4,3.0,5.2
13239,Curt Burden,58.1,6,33,43,0.9,5.1,6.6
12562,Carlos Navarro,58.1,3,26,47,0.5,4.0,7.3
12677,Rogelio Degadillo,58.0,3,24,33,0.5,3.7,5.1
12003,Miguel Franco,57.2,6,36,32,0.9,5.6,5.0
11669,ELTON JOHN,57.1,1,43,43,0.2,6.8,6.8
12217,Jovica Pupovac,57.0,11,13,38,1.7,2.1,6.0
13203,CHARLIE HURST,54.1,4,14,39,0.7,2.3,6.5
11930,Alfredo MacDonald,54.1,5,39,43,0.8,6.5,7.1
11846,Marcus Lois,53.0,7,33,34,1.2,5.6,5.8
13343,Jamie Munson,53.0,1,22,21,0.2,3.7,3.6
12406,ALFREDO LANGSTRAAT,52.2,3,27,42,0.5,4.6,7.2
10639,ADAM MEYER,52.2,8,15,30,1.4,2.6,5.1
15653,Rudy de Groot,52.0,5,24,31,0.9,4.2,5.4
10975,JOE HARDING,52.0,5,14,38,0.9,2.4,6.6
