ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
10922,JASON DAVIS,50.0,2,9,35,0.4,1.6,6.3
12520,Kadeer Kadeer,49.2,5,18,31,0.9,3.3,5.6
13906,JOSE LOPEZ,49.2,3,16,30,0.5,2.9,5.4
10590,JOE WEIGEL,49.2,3,26,33,0.5,4.7,6.0
13266,Junzo Kaneko,49.1,8,41,28,1.5,7.5,5.1
12222,Carlos Lizarraga,49.1,6,13,33,1.1,2.4,6.0
10474,Daizo Ogasawara,49.1,2,19,19,0.4,3.5,3.5
11631,Jim Alcorn,48.2,4,20,24,0.7,3.7,4.4
8492,PETE FERGUSSON,48.1,3,14,30,0.6,2.6,5.6
11547,GIANLUIGI SANGUINACCO,48.1,3,5,35,0.6,0.9,6.5
11373,Tony Delgado,46.0,3,8,25,0.6,1.6,4.9
14537,Liam Hendricks,46.0,3,14,36,0.6,2.7,7.0
12281,GARRUS JOHNSON,46.0,5,16,37,1.0,3.1,7.2
10672,Teruaki Omori,46.0,1,18,25,0.2,3.5,4.9
