ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
10987,DANTE WILLIAMS,2.0,0,0,2,0.0,0.0,9.0
12713,Renaud Leopardi,1.2,0,1,1,0.0,5.4,5.4
14944,Djoka Pesa,1.2,0,1,1,0.0,5.4,5.4
12959,HORST RIJNEVELD,1.2,1,3,0,5.4,16.2,0.0
15131,Ron Barlow,1.1,0,0,0,0.0,0.0,0.0
14035,Willie Carrola,1.1,1,2,0,6.8,13.5,0.0
11834,Ijsbert Pieterman,1.1,2,3,0,13.5,20.2,0.0
14432,Omar Martinez,1.0,0,0,1,0.0,0.0,9.0
14484,Giacomo Bianchi,0.2,0,0,0,0.0,0.0,0.0
13897,Bobby Rock,0.2,0,0,0,0.0,0.0,0.0
