id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
11794,3585,2004,40,0,202,3,1,0,19,3,6,23,85,14,3,1,0,1,1,2,0,0,3,0,2,1,0,0,0,-0.2564,0,0.0157,-0.0816
12731,3648,2004,38,0,202,3,1,0,113,22,29,128,519,32,30,2,0,3,6,13,0,0,14,0,3,0,0,1,0,-1.147,0,-0.7866,0.0073
15089,3884,2004,48,0,202,3,1,0,198,36,48,238,987,59,57,4,1,2,19,17,1,6,31,2,6,3,2,4,0,-2.1093,0,-0.7131,-1.4301
16147,3963,2004,35,0,202,3,1,0,175,36,48,235,1001,53,50,6,0,9,29,27,1,1,44,1,2,1,2,13,0,0.4479,0,0.1603,0.9762
16688,3998,2004,35,0,202,3,1,0,1,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0249,1,0.0,-0.1444
16806,4004,2004,41,0,202,3,1,0,101,20,35,127,536,58,27,5,0,8,14,21,1,0,20,0,3,3,2,1,0,1.2369,0,-0.3385,0.6032
16972,4010,2004,44,0,202,3,1,0,302,77,54,377,1594,94,90,8,4,10,46,39,3,3,61,1,7,4,6,4,0,0.8937,0,-1.0892,2.0065
18417,4097,2004,40,0,202,3,1,0,45,9,20,56,220,24,13,2,0,3,4,9,0,0,7,1,0,3,0,1,0,0.2865,0,-0.6437,-0.0643
18892,4146,2004,35,0,202,3,1,0,3,0,0,4,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0557,1,0.0,-0.084
19124,4163,2004,33,0,202,3,1,0,36,7,13,38,120,10,9,2,0,1,1,6,0,1,1,1,1,0,1,0,0,-0.2612,0,0.0008,-0.3539
19633,4206,2004,34,0,202,3,1,0,73,15,15,95,403,23,21,3,0,0,5,9,0,0,20,1,3,1,0,1,0,-0.2326,0,0.0302,-0.0155
19701,4227,2004,36,0,202,3,1,0,305,56,102,336,1236,80,75,7,2,7,31,24,0,2,28,0,7,0,1,2,0,-1.9192,0,-2.6512,-1.3603
20535,4245,2004,48,0,202,3,1,0,459,89,118,538,2029,133,131,13,3,7,46,45,4,8,65,1,14,0,0,14,0,-0.5686,0,2.7148,-0.3145
20597,4251,2004,33,0,202,3,1,0,12,4,1,14,49,18,0,1,0,2,4,6,1,0,1,0,0,0,1,0,0,-0.1663,0,0.3712,0.2604
20656,4264,2004,41,0,202,3,1,0,173,37,48,211,872,87,37,2,2,3,22,20,0,1,32,2,3,0,2,4,0,0.0217,0,-1.1189,0.0013
20857,4281,2004,46,0,202,3,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0288,1,0.0,0.0111
20922,4286,2004,48,0,202,3,1,0,6,2,3,6,29,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0022,0,0.0541,0.0097
20952,4288,2004,41,0,202,3,1,0,24,4,6,26,97,29,1,0,1,0,6,0,0,0,2,0,1,0,0,0,0,-0.2302,0,-0.1094,-0.0835
21108,4294,2004,48,0,202,3,1,0,120,22,21,147,627,40,31,3,0,0,16,9,0,0,26,0,5,0,1,0,0,-0.6454,0,1.7039,0.5797
21299,4296,2004,48,0,202,3,1,0,130,26,29,165,643,55,41,6,1,1,17,11,5,0,24,0,2,5,1,5,0,-0.5047,0,1.816,0.5047
21753,4314,2004,34,0,202,3,1,0,10,1,1,16,67,4,3,0,0,0,1,2,0,0,5,1,0,0,0,1,0,-0.0117,0,0.0564,-0.0296
21881,4332,2004,40,0,202,3,1,0,57,10,14,66,229,55,14,1,1,1,7,7,1,1,5,1,2,3,0,1,0,-0.2345,0,-0.5413,-0.2988
22105,4333,2004,47,0,202,3,1,0,25,6,7,30,114,16,4,1,1,1,4,7,1,1,5,0,0,0,0,0,0,-0.0656,0,0.1662,0.196
22122,4334,2004,48,0,202,3,1,0,131,24,24,154,612,59,28,2,0,1,10,16,0,1,18,0,2,0,0,5,0,0.0893,0,-0.2462,-0.0608
22225,4342,2004,46,0,202,3,1,0,1,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,1,0.0,-0.0866
22406,4351,2004,44,0,202,3,1,0,57,9,20,71,272,21,16,2,0,2,2,9,0,0,11,1,1,3,0,0,0,-0.8694,0,-1.142,-0.364
22509,4352,2004,43,0,202,3,1,0,420,103,88,536,2068,119,114,18,1,9,60,53,0,1,87,4,14,9,2,18,0,1.0397,0,-6.8479,1.9001
22693,4362,2004,41,0,202,3,1,0,197,37,57,240,909,71,64,9,0,5,18,21,0,0,31,0,6,6,2,4,0,0.0638,0,-0.8756,0.2625
22820,4369,2004,39,0,202,3,1,0,214,53,59,257,1070,65,57,8,1,13,34,40,1,2,39,3,5,0,1,3,0,-0.1296,0,-3.2853,1.3858
22880,4371,2004,40,0,202,3,1,0,155,36,22,199,803,50,47,7,0,3,19,23,0,0,37,0,5,3,2,2,0,0.6478,0,-1.6738,1.077
23251,4375,2004,48,0,202,3,1,0,35,5,10,40,137,52,2,0,0,1,2,6,0,0,4,0,0,1,0,0,0,-0.3987,0,0.1723,-0.3156
23659,4417,2004,47,0,202,3,1,0,97,23,25,114,353,76,12,4,0,2,12,13,2,1,12,2,0,4,0,1,0,-0.1141,0,-0.0886,-0.4002
23934,4423,2004,47,0,202,3,1,0,34,10,12,40,142,16,6,2,0,3,8,10,0,1,4,0,0,0,0,2,0,0.6066,0,0.6008,0.5581
24484,4458,2004,42,0,202,3,1,0,326,42,149,377,1535,100,99,3,0,4,19,18,0,0,41,3,11,6,0,4,0,-3.988,0,-4.3082,-3.5513
24534,4466,2004,33,0,202,3,1,0,85,14,19,100,379,67,12,3,0,4,11,10,0,0,14,1,8,0,0,1,0,-1.4305,0,-1.082,-0.1109
24783,4472,2004,47,0,202,3,1,0,34,9,3,49,203,14,12,3,0,0,4,5,0,0,14,0,0,0,0,1,0,0.298,0,-0.4983,0.4839
24834,4479,2004,33,0,202,3,1,0,37,7,6,39,139,21,10,1,0,1,1,2,0,0,2,0,1,0,0,0,0,-0.2962,0,0.0,-0.0701
24882,4482,2004,47,0,202,3,1,0,2,2,0,2,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3812,0,0.1142,0.1162
25663,4512,2004,33,0,202,3,1,0,381,84,99,490,2057,117,104,15,4,6,61,44,3,4,87,2,3,9,2,11,0,1.5733,0,0.0074,1.8897
25702,4515,2004,40,0,202,3,1,0,345,75,103,438,1801,108,104,14,1,12,54,51,4,4,80,1,5,3,6,4,0,-0.2795,0,-0.4247,1.3918
26069,4550,2004,34,0,202,3,1,0,14,6,2,14,54,16,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0.3359,0,0.0,0.251
26222,4555,2004,46,0,202,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
27440,4608,2004,34,0,202,3,1,0,66,16,17,78,279,30,14,4,0,1,11,3,0,0,11,0,1,1,0,0,0,-0.2032,0,-0.1772,0.3222
27573,4613,2004,37,0,202,3,1,0,330,63,84,374,1313,111,97,14,1,5,28,42,5,3,27,1,5,11,3,3,0,-1.7217,0,1.7904,0.3489
27840,4619,2004,40,0,202,3,1,0,328,79,82,411,1822,106,94,12,0,8,39,49,1,2,73,1,11,1,5,4,0,-0.4448,0,0.4633,1.6037
28099,4626,2004,44,0,202,3,1,0,31,5,9,36,149,32,3,0,0,0,2,1,1,0,4,0,0,0,0,1,0,-0.3617,0,-0.3457,-0.1689
28415,4632,2004,47,0,202,3,1,0,364,83,65,433,1545,110,108,9,1,7,52,36,1,0,55,0,15,0,4,10,0,-1.8516,0,-4.5453,1.33
28503,4633,2004,34,0,202,3,1,0,58,8,16,74,276,24,19,1,0,2,10,8,0,0,14,0,1,1,0,0,1,-0.3162,0,0.0229,0.1618
28865,4641,2004,40,0,202,3,1,0,88,16,19,103,359,41,17,3,1,1,6,9,0,1,12,1,4,1,1,1,0,-0.4955,0,0.2348,-0.4189
28959,4643,2004,40,0,202,3,1,0,6,0,1,9,38,12,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,-0.0025,0,0.0072,0.067
28979,4644,2004,44,0,202,3,1,0,89,19,15,100,370,39,22,2,0,2,7,5,0,1,10,1,0,1,0,0,0,-0.4834,0,0.8399,-0.2973
29116,4645,2004,35,0,202,3,1,0,264,57,51,306,1069,87,69,16,2,8,37,38,0,0,34,1,7,5,3,0,0,0.0134,0,1.7269,-0.3101
29196,4647,2004,39,0,202,3,1,0,12,1,6,12,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0828,0,0.0,-0.1462
29224,4648,2004,42,0,202,3,1,0,414,86,92,484,1866,115,114,19,2,13,46,51,1,3,60,2,11,3,0,7,0,-0.3576,0,-1.2709,0.5159
29330,4660,2004,38,0,202,3,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
29695,4671,2004,39,0,202,3,1,0,2,0,0,5,19,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,-0.026,0,0.0145,0.0152
30110,4682,2004,43,0,202,3,1,0,156,31,47,205,914,64,43,6,1,6,34,17,0,0,43,1,4,0,3,3,0,0.4277,0,-0.2004,0.6783
30144,4683,2004,46,0,202,3,1,0,450,128,61,520,1798,126,118,17,1,22,70,70,4,2,58,0,11,0,4,8,0,1.7797,0,-1.7358,3.6138
30215,4684,2004,39,0,202,3,1,0,103,27,17,114,370,36,27,4,0,4,15,15,0,0,9,0,6,0,0,2,0,-0.1376,0,-0.6954,0.5191
30258,4686,2004,34,0,202,3,1,0,81,15,18,92,306,35,20,3,1,0,5,10,1,1,7,0,0,4,0,0,0,-0.6714,0,0.7254,-0.6938
30278,4690,2004,38,0,202,3,1,0,1,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.0626,1,0.0,0.1426
30514,4693,2004,43,0,202,3,1,0,91,23,32,108,486,46,18,2,0,3,7,11,0,0,15,1,1,1,0,1,0,-0.6298,0,-0.2696,0.4917
30737,4702,2004,38,0,202,3,1,0,271,41,67,315,1101,78,78,7,0,4,20,24,0,0,27,0,10,7,3,7,0,-0.8017,0,0.8852,-1.0842
30836,4709,2004,41,0,202,3,1,0,14,2,7,18,57,43,2,1,0,0,6,0,1,1,2,0,0,0,0,2,0,-0.2589,0,0.5905,0.2857
31443,4764,2004,34,0,202,3,1,0,82,16,12,93,336,22,22,3,0,1,7,11,0,0,8,0,3,0,1,2,0,-0.081,0,-0.3771,-0.1339
31475,4767,2004,42,0,202,3,1,0,315,70,65,391,1564,106,99,20,1,13,47,35,1,3,62,2,11,0,2,12,0,0.0174,0,0.1382,1.8348
31760,4786,2004,36,0,202,3,1,0,137,33,34,162,666,48,35,1,0,9,23,30,2,2,24,0,1,0,0,1,0,1.3206,0,0.8979,1.0735
31790,4788,2004,44,0,202,3,1,0,254,47,68,289,1082,83,63,7,0,7,23,28,0,0,31,1,6,0,2,2,0,-1.5539,0,-1.0277,-0.9399
31807,4789,2004,41,0,202,3,1,0,268,62,58,325,1279,100,69,13,3,5,32,28,0,0,51,1,9,0,2,4,0,0.2131,0,0.3196,1.0791
32428,4817,2004,34,0,202,3,1,0,12,3,3,12,45,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0046,0,0.0,-0.0184
32515,4821,2004,33,0,202,3,1,0,316,98,74,404,1632,111,86,23,4,14,65,49,7,6,76,2,4,6,2,4,0,5.277,0,-6.0125,3.7882
32763,4835,2004,44,0,202,3,1,0,264,59,53,314,1098,103,87,10,1,6,36,19,13,4,36,0,7,8,1,5,0,-1.0574,0,0.943,1.9636
33222,4860,2004,34,0,202,3,1,0,12,4,5,14,53,6,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0.081,0,0.0077,0.0036
34066,4907,2004,47,0,202,3,1,0,180,46,43,208,777,59,48,11,1,7,24,28,1,1,24,1,1,0,1,3,0,0.3493,0,-2.0843,1.0423
34685,4949,2004,41,0,202,3,1,0,258,46,69,318,1270,99,82,4,3,2,25,20,5,6,52,0,6,0,2,6,0,-1.4346,0,2.3959,-0.094
34910,4962,2004,34,0,202,3,1,0,107,31,17,134,536,48,31,8,1,3,19,11,2,4,25,0,7,1,0,1,0,1.0653,0,-0.8049,1.0866
34979,4965,2004,45,0,202,3,1,0,109,21,36,121,437,33,30,2,0,0,13,8,2,0,10,0,1,0,0,2,0,-1.148,0,1.5151,-0.4304
34993,4969,2004,36,0,202,3,1,0,107,19,31,129,519,38,27,3,0,7,14,19,0,0,20,1,4,0,1,1,0,0.9531,0,0.3335,0.5053
35769,4998,2004,47,0,202,3,1,0,44,14,8,62,255,28,9,2,0,1,13,8,5,4,14,3,0,1,0,3,0,0.4555,0,-0.6936,0.1647
35794,4999,2004,40,0,202,3,1,0,398,97,72,467,1828,111,98,13,1,15,56,57,1,2,62,4,15,0,5,2,0,-0.4835,0,4.8218,3.3516
35881,5000,2004,37,0,202,3,1,0,102,15,41,126,555,33,28,1,0,3,10,17,0,0,20,0,1,0,1,3,0,-0.0208,0,-0.1227,-0.3928
35897,5001,2004,38,0,202,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
35930,5002,2004,41,0,202,3,1,0,478,115,112,552,2145,135,123,24,7,19,71,59,13,12,66,1,4,3,1,3,1,0.7644,0,-1.7237,1.3263
36147,5006,2004,35,0,202,3,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
36217,5012,2004,33,0,202,3,1,0,337,79,86,425,1710,95,93,17,0,14,63,55,1,2,76,5,8,0,4,8,0,0.3217,0,0.0688,1.8611
36410,5016,2004,37,0,202,3,1,0,39,15,6,59,274,12,12,5,0,4,16,16,0,0,19,0,0,0,0,1,0,1.4496,0,-0.4819,1.3188
36791,5024,2004,46,0,202,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
36817,5025,2004,41,0,202,3,1,0,396,98,93,491,1915,116,109,14,0,23,67,68,1,1,75,2,12,0,4,16,0,3.0245,0,-3.0768,4.287
36941,5028,2004,46,0,202,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
36992,5029,2004,45,0,202,3,1,0,187,56,48,224,822,50,49,9,0,12,28,38,1,0,34,3,5,0,1,2,0,1.5535,0,-3.9296,1.6491
37438,5035,2004,37,0,202,3,1,0,436,120,108,536,2078,127,124,26,3,17,65,63,1,2,77,1,7,4,1,18,0,3.4759,0,2.2271,6.4878
37934,5048,2004,47,0,202,3,1,0,38,8,9,43,189,10,10,1,0,1,6,1,1,0,4,0,2,0,0,1,0,-0.3997,0,0.0717,0.2497
37943,5048,2004,43,0,202,3,1,0,140,31,34,166,618,38,36,9,0,2,17,17,1,2,19,2,3,0,3,4,0,-0.1428,1,-0.4374,0.2269
38028,5050,2004,40,0,202,3,1,0,5,1,3,6,30,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0264,0,0.0577,0.0416
38254,5053,2004,34,0,202,3,1,0,58,15,14,70,282,53,5,1,0,1,9,11,2,0,11,1,2,0,0,1,0,0.673,0,0.9323,0.2875
38274,5054,2004,34,0,202,3,1,0,290,69,64,354,1437,89,85,12,0,8,50,34,3,4,53,0,10,4,2,5,0,0.4351,0,-1.443,0.9593
38413,5061,2004,33,0,202,3,1,0,4,2,0,4,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0005,0,0.0,-0.0314
38458,5064,2004,47,0,202,3,1,0,2,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0,0.0,0.0296
38495,5066,2004,45,0,202,3,1,0,11,1,3,12,42,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.3698,1,0.0,-0.1002
38657,5071,2004,45,0,202,3,1,0,471,118,103,546,2162,126,122,10,9,12,60,58,5,5,66,1,11,0,5,4,0,-0.1272,0,-0.0827,2.3529
39216,5109,2004,46,0,202,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
39218,5110,2004,46,0,202,3,1,0,1,1,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.023,1,-0.3997,-0.1278
39250,5111,2004,36,0,202,3,1,0,265,52,63,305,1069,74,69,14,1,1,25,17,0,0,33,0,11,0,1,6,0,-1.8241,0,-0.8656,-0.0586
40063,5132,2004,43,0,202,3,1,0,38,11,15,47,174,12,12,1,0,1,9,2,1,0,7,0,0,0,0,2,0,0.0354,0,-0.1176,0.8275
40620,5142,2004,34,0,202,3,1,0,1,0,1,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0005,0,0.0,0.0092
40626,5143,2004,35,0,202,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
40716,5158,2004,42,0,202,3,1,0,2,1,1,4,20,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0138,0,0.0,0.0926
40823,5163,2004,36,0,202,3,1,0,355,71,77,426,1711,110,109,7,2,17,45,47,0,0,63,0,19,0,3,5,0,-1.2321,0,-1.4615,1.6374
40854,5165,2004,35,0,202,3,1,0,11,3,4,13,48,17,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0.0463,0,0.0126,0.1341
40956,5167,2004,37,0,202,3,1,0,307,78,60,363,1306,84,81,14,1,5,30,34,2,3,39,0,9,7,5,5,0,-0.6531,0,0.4809,2.0484
41040,5181,2004,48,0,202,3,1,0,21,4,8,23,93,17,0,1,0,1,3,4,0,0,2,0,0,0,0,0,0,0.1313,0,0.4156,0.0715
41084,5184,2004,48,0,202,3,1,0,148,34,40,182,758,89,27,9,1,4,13,21,2,1,27,3,1,1,2,4,0,0.4562,0,-0.8171,0.3934
41882,5236,2004,38,0,202,3,1,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0153,1,0.0,0.3539
41923,5241,2004,47,0,202,3,1,0,42,7,15,52,209,21,9,1,0,1,6,2,0,0,10,1,2,0,0,0,0,-0.2901,0,-0.6276,-0.1197
42338,5263,2004,39,0,202,3,1,0,7,1,1,10,30,8,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,-0.1573,0,0.0,-0.116
42429,5270,2004,33,0,202,3,1,0,9,2,1,9,26,7,2,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0.0754,0,0.0,0.1964
42466,5271,2004,43,0,202,3,1,0,360,86,87,427,1621,97,92,9,3,8,47,48,5,0,58,2,9,0,1,8,0,1.4729,0,-1.9888,2.0237
42643,5276,2004,34,0,202,3,1,0,427,117,69,516,1949,115,112,18,2,12,64,50,0,0,76,2,15,2,1,9,1,1.4018,0,-2.248,3.841
42811,5287,2004,43,0,202,3,1,0,124,31,35,148,556,72,34,9,0,5,25,19,1,0,16,0,2,4,1,3,0,0.9208,0,0.9565,1.12
43515,5306,2004,33,0,202,3,1,0,5,3,2,6,27,3,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0.2124,0,0.0571,0.2267
43651,5310,2004,33,0,202,3,1,0,2,0,0,3,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0001,0,0.0,-0.0012
43700,5313,2004,37,0,202,3,1,0,387,70,106,469,1825,119,108,9,0,3,36,34,0,5,70,7,1,7,4,1,0,-2.4492,0,-2.5506,-2.3818
44113,5324,2004,44,0,202,3,1,0,138,31,34,193,830,89,33,5,0,3,24,23,0,0,42,2,4,6,1,6,0,1.277,0,-0.49,1.2443
44212,5326,2004,44,0,202,3,1,0,353,80,84,418,1508,99,98,10,5,11,41,55,1,2,54,1,4,0,2,9,0,0.6871,0,0.057,1.2535
44229,5328,2004,35,0,202,3,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
44372,5331,2004,41,0,202,3,1,0,9,1,4,11,53,3,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,-0.0333,0,0.0,-0.0169
44391,5334,2004,34,0,202,3,1,0,100,19,27,106,324,35,26,5,0,0,11,11,1,0,4,0,2,1,1,0,0,-1.2645,0,0.8558,-0.4279
44721,5349,2004,47,0,202,3,1,0,42,8,10,51,174,25,13,2,0,1,6,8,2,0,7,1,0,1,0,1,0,0.0313,0,0.6636,0.0377
44870,5353,2004,39,0,202,3,1,0,417,111,89,475,1693,111,104,29,7,7,64,48,2,8,46,3,4,4,4,4,0,-0.5672,0,2.4006,1.7228
44934,5357,2004,39,0,202,3,1,0,11,1,3,13,46,5,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,-0.2828,0,0.0036,-0.1257
44991,5364,2004,34,0,202,3,1,0,128,25,25,172,715,49,41,3,0,5,14,17,0,1,31,0,3,0,4,9,0,0.0409,0,-2.0068,0.5484
45130,5366,2004,38,0,202,3,1,0,14,3,5,15,65,13,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2717,0,0.0,-0.0462
45395,5372,2004,35,0,202,3,1,0,208,36,56,263,1111,69,66,7,0,7,20,25,1,0,41,0,6,8,3,3,0,-0.8115,0,-3.9075,0.3469
45474,5375,2004,39,0,202,3,1,0,36,7,9,48,198,15,11,0,0,2,3,3,0,1,10,0,0,1,0,1,0,-0.2772,0,0.4255,0.2669
45501,5377,2004,43,0,202,3,1,0,263,57,75,328,1373,82,71,12,1,2,35,19,7,1,48,1,6,4,0,13,0,-0.3177,0,3.6638,1.2499
45668,5381,2004,34,0,202,3,1,0,2,0,1,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175,1,0.0,-0.0678
45727,5382,2004,39,0,202,3,1,0,13,0,5,14,50,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3432,0,-0.5487,-0.3061
46157,5393,2004,40,0,202,3,1,0,500,119,133,598,2241,125,123,15,4,8,76,51,29,10,71,0,5,13,2,12,0,-0.3355,0,6.8185,2.6505
46191,5400,2004,37,0,202,3,1,0,12,1,1,14,46,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.3355,0,-1.2559,-0.2944
46242,5402,2004,37,0,202,3,1,0,359,71,81,427,1775,123,87,13,3,13,50,47,6,3,59,3,8,4,2,3,0,-0.6486,0,-1.9788,0.382
46583,5413,2004,43,0,202,3,1,0,418,99,122,505,1928,131,128,12,1,7,53,42,4,1,69,0,8,8,2,7,1,0.1913,0,3.4472,2.6839
46608,5415,2004,34,0,202,3,1,0,4,1,2,4,14,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2801,1,0.0,-0.0556
47076,5430,2004,45,0,202,3,1,0,254,68,71,314,1291,86,68,11,6,8,37,37,1,2,51,1,5,1,2,6,0,1.3771,0,-1.7331,1.3475
47134,5433,2004,37,0,202,3,1,0,354,79,85,430,1700,109,97,19,0,3,40,48,0,0,70,2,13,4,1,1,0,-0.9185,0,-0.0754,0.8008
47164,5434,2004,48,0,202,3,1,0,471,104,83,549,2015,121,116,18,2,9,51,46,18,8,65,4,4,0,1,12,0,1.4239,0,-1.8297,2.4873
47270,5437,2004,38,0,202,3,1,0,31,1,15,33,137,27,10,0,0,0,1,1,2,0,0,0,1,0,0,2,0,-0.3337,0,0.0699,-0.4906
47355,5442,2004,42,0,202,3,1,0,64,17,16,89,332,53,12,6,0,2,9,11,0,0,18,0,0,4,1,2,0,1.5056,0,-0.3851,0.697
47400,5443,2004,39,0,202,3,1,0,478,123,78,560,1905,127,120,19,7,12,68,52,15,5,56,1,5,7,2,17,0,2.5959,0,1.6571,2.7766
47485,5444,2004,40,0,202,3,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1,0.0,0.1236
