id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
82035,9777,2017,101,0,203,4,1,0,8,1,1,12,53,8,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,-0.0611,0,0.1306,0.0614
88529,10082,2017,60,0,203,4,1,0,486,120,75,543,1895,132,127,18,3,10,69,40,25,4,43,0,4,6,1,5,2,1.8787,0,-2.5529,5.06
88594,10084,2017,60,0,203,4,1,0,45,14,8,55,184,38,5,0,0,2,6,14,0,0,9,2,4,0,1,0,0,0.5951,0,-0.2062,0.4528
89229,10106,2017,60,0,203,4,1,0,18,5,4,18,62,21,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.2972,0,0.2799,-0.0293
90724,10143,2017,97,0,203,4,1,0,43,10,11,53,196,36,0,3,0,0,3,9,0,0,10,3,3,0,0,0,0,0.7063,0,0.6539,0.3042
90953,10160,2017,97,0,203,4,1,0,40,12,4,43,153,22,6,2,1,0,2,7,0,0,2,0,0,0,1,0,0,0.1851,0,-0.0944,0.1168
91363,10174,2017,62,0,203,4,1,0,300,58,51,365,1270,109,81,7,0,12,32,29,3,0,57,8,10,0,4,4,0,-1.4734,0,-3.8021,0.3969
91828,10183,2017,56,0,203,4,1,0,532,165,61,577,1854,137,127,27,3,22,67,87,1,3,34,2,23,0,6,5,0,2.7001,0,-7.1991,4.2433
92344,10198,2017,62,0,203,4,1,0,428,104,78,504,1896,127,113,18,0,14,50,63,3,0,73,3,11,0,3,0,0,-0.1682,0,-4.5894,2.6382
92410,10199,2017,107,0,203,4,1,0,64,14,12,72,269,19,16,4,1,0,3,9,1,0,7,1,2,0,1,0,0,-0.7264,0,-2.7288,-0.2606
93772,10275,2017,63,0,203,4,1,0,140,26,24,158,584,35,33,1,2,5,16,19,2,0,18,1,3,0,0,0,0,-0.3758,0,-0.1104,0.6573
94065,10282,2017,58,0,203,4,1,0,240,61,43,291,1101,78,64,8,0,3,24,26,1,1,48,3,11,0,2,0,1,-1.2635,0,-1.7952,0.3446
94117,10285,2017,97,0,203,4,1,0,30,9,3,35,115,23,4,2,0,0,2,2,0,0,5,0,0,0,0,0,0,-0.0453,0,0.0199,0.4028
