id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
5422,2805,2009,31,0,201,2,1,0,81,20,15,88,311,53,10,2,0,3,8,13,0,0,7,2,4,0,0,0,0,-0.6803,0,-1.0847,-0.1227
5601,2833,2009,21,0,201,2,1,0,55,9,7,57,200,57,0,2,0,0,3,6,1,0,1,0,4,0,1,0,0,-1.1556,0,0.5618,-0.4261
6964,3029,2009,31,0,201,2,1,0,376,92,52,416,1645,103,91,21,1,10,39,58,0,0,33,0,16,0,4,3,0,-0.5245,0,-0.3615,-0.0126
7111,3047,2009,31,0,201,2,1,0,223,63,49,252,1077,86,53,16,1,11,34,38,1,0,23,0,5,0,2,4,0,1.7285,0,-2.7218,1.6572
7453,3090,2009,21,0,201,2,1,0,341,77,54,390,1568,133,132,15,1,3,33,28,0,0,46,0,9,1,2,0,0,-1.4322,0,-1.9605,-0.7359
7958,3130,2009,21,0,201,2,1,0,179,35,33,205,936,97,34,5,0,3,17,23,0,0,23,0,5,0,3,0,0,-2.0042,0,0.1535,-0.275
8652,3173,2009,20,0,201,2,1,0,42,8,5,46,155,20,8,1,1,1,5,6,0,0,4,0,3,0,0,0,0,-0.5879,0,-0.5683,-0.0079
8832,3223,2009,21,0,201,2,1,0,470,110,104,542,2221,144,144,31,1,11,42,46,0,0,61,1,13,1,2,8,0,-0.1524,0,-4.85,-0.2356
10131,3441,2009,99,0,201,2,1,0,191,63,26,217,838,59,49,10,1,6,29,30,3,0,21,1,3,0,3,2,0,1.2878,0,-4.196,1.0597
10529,3486,2009,21,0,201,2,1,0,506,116,74,541,1879,138,130,24,2,4,37,48,2,1,31,0,19,0,1,3,0,-3.1101,0,-1.8451,0.4839
12510,3634,2009,99,0,201,2,1,0,96,23,12,112,467,37,25,4,0,0,12,5,0,0,13,0,1,0,2,1,0,-0.3016,0,-0.9046,-0.0358
13875,3702,2009,22,0,201,2,1,0,375,98,60,412,1477,129,85,14,5,8,45,44,9,4,37,0,7,0,0,0,0,0.3127,0,-0.1366,1.1153
14838,3850,2009,18,0,201,2,1,0,27,11,2,35,148,30,3,2,0,2,10,9,0,0,7,0,0,0,0,1,0,1.0614,0,1.3176,0.8442
14902,3851,2009,27,0,201,2,1,0,120,23,21,140,489,90,13,3,0,2,12,7,2,0,18,3,5,0,1,1,0,0.0259,0,-1.3482,-0.5676
15128,3884,2009,21,0,201,2,1,0,366,72,74,410,1655,128,125,11,2,4,41,26,6,3,35,0,6,3,3,3,0,-1.8224,0,-0.9785,-2.6201
15381,3897,2009,17,0,201,2,1,0,345,69,49,397,1433,117,109,12,2,2,34,22,2,0,44,2,7,8,0,0,0,-0.915,0,1.4873,-0.2087
15992,3951,2009,26,0,201,2,1,0,56,10,8,70,270,24,24,2,1,0,5,4,2,1,10,0,1,3,0,1,0,-0.2785,0,0.4533,0.6758
16443,3980,2009,18,0,201,2,1,0,256,59,29,286,1268,80,61,9,0,6,30,24,0,1,30,2,8,0,0,0,0,-2.0134,0,1.4066,0.0132
17784,4069,2009,17,0,201,2,1,0,245,67,30,271,993,70,68,16,3,5,33,25,5,1,22,2,5,1,3,0,0,0.1058,0,0.4296,0.6177
18283,4093,2009,18,0,201,2,1,0,93,26,17,106,430,35,23,6,2,0,13,10,0,0,13,0,3,0,0,0,0,-0.0692,0,-1.7286,0.5673
18736,4128,2009,19,0,201,2,1,0,99,38,7,109,348,28,22,8,0,0,12,7,4,1,10,0,3,0,0,0,0,0.1909,0,-2.461,0.7294
19265,4176,2009,18,0,201,2,1,0,31,3,2,35,136,15,6,1,0,1,2,2,0,0,4,1,1,0,0,0,0,-0.7695,0,0.4643,-0.282
19339,4184,2009,20,0,201,2,1,0,459,130,69,526,2015,130,123,38,1,17,63,58,2,1,62,2,18,0,0,5,0,1.8172,0,2.5295,3.7894
19684,4217,2009,27,0,201,2,1,0,54,17,11,66,288,28,15,3,0,1,8,6,1,0,10,0,0,0,1,1,0,0.4805,0,-1.8777,0.0998
20329,4238,2009,25,0,201,2,1,0,329,92,35,361,1160,86,86,19,7,7,45,51,6,5,28,0,3,0,4,0,0,0.263,0,-1.6426,2.0275
20560,4245,2009,21,0,201,2,1,0,31,8,3,36,149,61,0,2,0,0,5,6,1,0,4,0,2,1,0,0,0,0.4998,0,-0.3174,-0.1955
