id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
67213,6063,2005,76,0,204,6,1,0,373,96,85,452,1994,105,99,19,2,14,67,64,1,0,69,6,16,0,3,7,0,1.6327,0,-0.724,3.9418
67546,6068,2005,68,0,204,6,1,0,43,4,11,52,207,48,0,0,0,1,6,6,0,0,9,2,0,0,0,0,0,-0.4736,0,0.0879,-0.3122
67924,6077,2005,76,0,204,6,1,0,133,28,29,158,752,45,36,8,0,6,13,25,0,0,22,0,5,0,3,0,0,-0.0611,0,-1.3474,0.7524
70142,6121,2005,68,0,204,6,1,0,77,19,13,91,367,54,9,1,3,0,8,16,3,0,14,1,1,0,0,0,0,0.6733,0,-2.4182,0.0125
70689,6138,2005,75,0,204,6,1,0,138,36,26,176,877,52,36,4,2,6,22,19,0,4,32,1,0,3,0,3,0,1.5233,0,-0.4625,1.3944
80462,6402,2005,74,0,204,6,1,0,63,10,20,81,419,20,19,1,0,2,6,10,0,0,14,0,0,0,3,1,0,0.3153,0,-0.8616,-0.0243
80584,6403,2005,67,0,204,6,1,0,131,26,33,153,630,68,25,5,0,2,15,13,1,0,17,2,1,2,1,2,0,-0.715,0,0.2686,-0.3992
80721,6405,2005,76,0,204,6,1,0,10,1,3,13,54,8,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,-0.1618,0,-0.4991,-0.1223
80789,6406,2005,75,0,204,6,1,0,401,97,89,491,2153,120,109,20,2,28,80,68,11,10,79,4,6,0,3,8,0,2.0438,0,-0.7581,4.627
80919,6409,2005,77,0,204,6,1,0,371,83,103,444,1879,119,112,11,1,14,42,61,2,2,57,1,6,0,4,11,1,-0.1409,0,0.5084,2.0728
80942,6410,2005,76,0,204,6,1,0,114,22,24,127,427,37,28,4,0,1,7,9,0,0,9,1,3,2,1,1,0,-0.6916,0,-0.9385,-0.7902
81797,6427,2005,69,0,204,6,1,0,463,112,104,565,2527,134,125,19,3,15,71,60,18,8,92,5,5,4,3,3,0,1.9517,0,0.4901,3.1837
81917,6429,2005,70,0,204,6,1,0,47,13,13,54,233,39,5,1,1,0,4,3,0,0,6,2,3,0,0,1,0,-0.0207,0,-1.0364,-0.0643
81953,6432,2005,77,0,204,6,1,0,213,54,55,254,1092,68,57,13,0,6,31,23,1,1,35,0,5,0,1,5,0,-0.9269,0,-2.6931,2.0821
82031,6437,2005,67,0,204,6,1,0,73,24,20,87,337,34,14,5,0,0,12,8,2,0,13,1,2,1,0,0,0,0.6743,0,0.5412,0.6078
82097,6438,2005,79,0,204,6,1,0,382,80,115,500,2580,127,108,15,1,11,60,42,2,4,108,3,8,0,2,8,0,0.6612,0,-1.8916,2.7786
