id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
37719,8329,2014,49,0,203,4,1,0,241,65,20,309,1078,75,69,16,4,11,36,40,1,2,63,4,8,0,2,3,0,3.5359,0,-0.9683,3.0521
50050,8722,2014,52,0,203,4,1,0,112,32,22,122,383,29,28,6,0,0,12,11,0,0,9,1,1,0,0,1,0,-0.1861,0,-1.2132,0.7092
50438,8730,2014,52,0,203,4,1,0,386,112,67,445,1631,128,116,24,2,5,47,39,1,2,56,3,8,0,2,1,0,-0.0038,0,-5.107,3.8054
51059,8744,2014,49,0,203,4,1,0,256,66,38,289,981,116,50,10,3,12,37,45,4,4,25,1,4,0,6,2,0,-0.6006,0,-0.462,1.7476
51123,8747,2014,101,0,203,4,1,0,306,97,30,368,1419,80,77,5,2,8,49,34,17,7,62,1,10,0,0,0,0,1.7892,0,-5.3154,3.3624
51199,8750,2014,52,0,203,4,1,0,110,30,6,114,354,65,14,7,4,2,14,16,3,0,4,0,2,0,0,0,0,-0.6039,0,-0.2579,0.7317
51744,8764,2014,62,0,203,4,1,0,49,13,7,61,228,46,5,0,1,4,12,7,0,0,12,0,4,0,0,0,0,0.5989,0,0.0866,0.7222
52952,8792,2014,101,0,203,4,1,0,72,16,12,81,303,24,20,2,0,0,6,4,1,0,8,0,2,0,1,0,0,-0.5592,0,-0.9736,-0.1411
53153,8800,2014,51,0,203,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
54524,8847,2014,56,0,203,4,1,0,112,27,15,121,385,61,22,5,0,1,9,9,1,3,8,0,2,0,1,0,0,-0.7937,0,-1.1634,-0.4401
56487,8903,2014,62,0,203,4,1,0,360,71,75,430,1658,112,104,6,0,10,42,38,5,2,66,1,19,0,3,1,0,-2.6782,0,-5.978,-0.4666
57181,8957,2014,63,0,203,4,1,0,254,77,45,288,1068,71,59,21,2,2,33,27,0,0,32,0,7,0,2,0,0,0.1702,0,-3.7637,2.2745
60521,9046,2014,53,0,203,4,1,0,2,1,0,3,9,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.32,0,0.0,0.1323
60827,9056,2014,58,0,203,4,1,0,181,59,23,224,881,70,42,18,1,5,33,24,8,3,42,1,5,0,0,1,0,1.8036,0,-2.4714,2.8267
61775,9077,2014,59,0,203,4,1,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045,0,0.0,0.009
61811,9078,2014,49,0,203,4,1,0,448,87,49,527,1910,136,115,24,0,12,49,39,1,0,74,7,17,0,2,3,0,-2.4403,0,-5.6874,-1.1274
61890,9085,2014,54,0,203,4,1,0,411,109,61,571,2323,137,130,25,4,11,79,53,5,2,152,8,5,0,6,2,0,4.8049,0,-7.8708,5.4462
62777,9120,2014,101,0,203,4,1,0,26,9,6,31,114,26,0,2,0,0,5,6,0,0,4,0,1,0,1,0,0,0.424,0,-0.1688,0.2689
63206,9143,2014,53,0,203,4,1,0,142,42,6,157,482,80,23,6,1,2,20,10,0,1,13,4,7,0,1,1,0,-1.0428,0,-0.7695,0.7952
63240,9145,2014,63,0,203,4,1,0,13,2,1,16,56,4,4,1,0,0,3,0,0,0,3,0,0,0,0,0,0,-0.045,0,-0.2908,-0.2517
63621,9158,2014,53,0,203,4,1,0,419,148,39,462,1423,127,96,36,12,20,76,89,24,7,34,11,14,0,8,1,0,3.9327,0,-7.2372,5.2142
63646,9161,2014,50,0,203,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
64001,9170,2014,56,0,203,4,1,0,462,111,45,507,1739,134,121,20,0,7,36,36,3,2,42,1,20,1,0,2,0,-2.2485,0,0.2513,-0.0198
64010,9172,2014,51,0,203,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
64131,9179,2014,58,0,203,4,1,0,101,37,5,108,342,26,23,10,0,6,13,29,4,0,4,0,5,0,1,2,0,1.5907,0,0.1484,1.8555
64205,9180,2014,49,0,203,4,1,0,39,6,7,46,151,46,4,1,0,0,0,2,0,0,4,0,1,3,0,0,0,-0.5423,0,0.0921,-0.4261
64394,9184,2014,60,0,203,4,1,0,109,32,15,125,436,48,30,3,0,3,8,12,0,0,14,0,2,0,0,1,1,0.7595,0,-1.1308,1.0752
64598,9188,2014,62,0,203,4,1,0,52,15,2,58,191,14,13,1,0,1,7,5,3,0,6,0,3,0,0,0,0,-0.0868,0,-0.9323,0.394
65012,9204,2014,63,0,203,4,1,0,472,150,88,516,1739,137,110,15,2,14,58,57,1,0,39,2,10,0,3,2,0,1.3312,0,-10.2887,1.7274
65279,9212,2014,56,0,203,4,1,0,245,78,24,267,874,109,43,8,1,8,31,25,1,0,18,6,12,0,1,1,2,-0.6332,0,-2.3464,1.3138
65495,9216,2014,97,0,203,4,1,0,17,6,1,19,51,12,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,-0.1346,0,0.0704,0.0695
65655,9220,2014,64,0,203,4,1,0,31,3,7,34,118,12,7,0,0,1,1,3,0,0,3,0,0,0,0,0,0,-0.5496,0,-0.649,-0.4071
65942,9235,2014,62,0,203,4,1,0,53,14,7,59,195,14,13,4,0,3,9,6,0,0,6,1,2,0,0,0,0,0.0395,0,-1.0981,0.3688
66101,9239,2014,60,0,203,4,1,0,294,83,42,314,1110,109,55,13,0,5,24,21,2,3,16,1,3,0,0,4,0,-0.2996,0,-2.6013,0.4185
66437,9256,2014,53,0,203,4,1,0,6,1,0,7,25,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.1837,0,-0.6394,-0.1252
66777,9279,2014,54,0,203,4,1,0,434,123,55,519,1934,137,117,37,3,5,31,50,9,5,74,10,10,0,6,5,0,0.6254,0,-5.3236,1.537
