id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
97433,6811,2007,75,0,204,6,1,0,511,174,35,594,2619,138,124,27,0,11,98,56,3,2,83,7,16,0,0,0,0,3.6191,0,4.0618,5.287
97861,6822,2007,78,0,204,6,1,0,4,1,0,4,14,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1208,0,0.0,0.0125
99139,6852,2007,65,0,204,6,1,0,27,11,0,32,179,7,7,1,0,0,4,5,0,0,5,1,1,0,0,0,0,0.5499,0,0.054,0.4261
104257,6994,2007,65,0,204,6,1,0,100,21,17,120,482,67,14,11,1,2,13,10,1,0,16,3,5,0,1,3,0,0.1291,0,0.9672,0.2703
5337,7317,2007,72,0,204,6,1,0,327,67,63,353,1232,110,93,14,4,11,36,42,14,3,23,0,3,1,2,0,0,-1.9828,0,-0.5453,1.4226
5512,7328,2007,68,0,204,6,1,0,91,19,17,106,515,109,3,4,0,1,10,4,0,0,14,1,5,0,0,1,0,-1.112,0,0.6726,0.0924
5794,7334,2007,72,0,204,6,1,0,265,72,24,293,1021,74,64,16,1,5,25,25,3,1,27,3,7,0,1,0,0,-0.3839,0,1.1649,1.7478
5967,7341,2007,72,0,204,6,1,0,96,28,17,108,532,91,3,6,0,8,18,16,0,0,8,1,3,0,2,2,0,0.6186,0,0.598,1.2051
6046,7344,2007,75,0,204,6,1,0,473,132,89,540,2384,126,121,29,7,5,68,61,12,5,52,1,14,7,4,4,0,2.0636,0,-2.1156,1.6438
6107,7345,2007,77,0,204,6,1,0,96,20,9,106,349,90,1,2,1,4,11,8,1,0,10,2,5,0,0,0,0,-1.9086,0,0.4258,0.1731
6176,7347,2007,73,0,204,6,1,0,13,2,4,16,74,21,0,0,0,1,3,4,0,0,3,0,0,0,0,0,0,0.1424,0,0.0522,0.0181
6403,7355,2007,79,0,204,6,1,0,466,148,70,520,1845,134,126,30,3,10,57,66,2,1,47,4,23,2,3,2,0,0.9718,0,-3.9893,2.1917
6479,7360,2007,66,0,204,6,1,0,85,14,12,97,351,90,0,1,0,1,5,5,0,0,9,0,3,0,1,2,0,-1.2539,0,-1.1498,-0.5849
6538,7361,2007,78,0,204,6,1,0,114,34,14,127,453,54,20,6,0,1,14,11,1,0,12,2,4,0,0,1,0,-0.2505,0,2.2546,0.4715
6882,7365,2007,72,0,204,6,1,0,15,2,3,19,71,38,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,-0.2251,0,0.0,-0.1179
6913,7366,2007,65,0,204,6,1,0,76,21,15,89,461,77,0,2,0,7,13,14,0,0,11,0,1,0,1,1,0,0.5479,0,-0.8653,0.8886
6955,7369,2007,65,0,204,6,1,0,30,5,6,35,172,19,5,2,1,0,7,2,1,0,5,2,3,0,0,0,0,-0.2247,0,-0.6677,-0.2506
7202,7374,2007,66,0,204,6,1,0,173,43,25,196,737,110,23,5,2,1,13,14,0,1,20,0,5,0,1,2,0,-1.0725,0,-1.4545,-0.0857
7228,7378,2007,70,0,204,6,1,0,46,6,7,58,262,65,0,2,0,1,6,6,0,0,12,1,3,0,0,0,0,-0.396,0,-0.0656,-0.0428
7457,7385,2007,78,0,204,6,1,0,26,4,4,32,127,27,1,1,0,1,3,1,0,0,6,2,0,0,0,0,0,-0.4327,0,0.0426,-0.0855
7618,7390,2007,73,0,204,6,1,0,421,123,56,468,1556,121,115,25,6,17,69,83,8,7,41,2,4,0,5,1,0,1.9849,0,1.8288,3.5078
7663,7393,2007,74,0,204,6,1,0,345,107,47,384,1324,107,95,19,3,8,55,47,11,1,34,1,17,0,4,1,0,0.3868,0,0.7112,2.3981
7702,7394,2007,77,0,204,6,1,0,18,2,3,18,57,20,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-0.3873,0,0.0,-0.183
7806,7397,2007,75,0,204,6,1,0,242,60,43,277,1361,96,60,7,0,6,35,27,3,1,31,2,11,0,2,2,0,-0.5736,0,2.1115,0.1258
7836,7398,2007,66,0,204,6,1,0,416,102,82,473,2106,136,104,20,3,13,50,64,0,0,47,3,11,0,5,5,0,-0.759,0,-1.5408,0.609
8161,7403,2007,77,0,204,6,1,0,85,19,16,94,389,50,19,3,0,1,8,10,0,0,8,1,2,0,1,0,0,-0.4777,0,-2.1583,-0.463
8274,7405,2007,69,0,204,6,1,0,501,148,74,575,2650,130,130,26,2,15,68,71,3,3,71,0,18,0,3,0,0,1.479,0,-1.3324,2.7402
8523,7410,2007,66,0,204,6,1,0,36,11,5,42,154,17,6,3,0,1,3,4,0,0,4,1,1,0,2,0,0,0.2741,0,-0.4801,0.1904
8615,7411,2007,67,0,204,6,1,0,96,23,19,100,325,52,18,7,0,2,11,5,0,1,4,0,6,0,0,0,0,-1.1134,0,1.0613,0.2614
8659,7414,2007,74,0,204,6,1,0,59,23,7,70,277,16,15,5,0,3,16,12,0,0,7,0,0,0,3,1,0,0.2685,0,0.0911,0.9911
9949,7464,2007,66,0,204,6,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164,1,0.0,0.0373
10508,7478,2007,79,0,204,6,1,0,231,62,36,262,916,104,53,6,1,7,25,28,1,0,24,1,8,5,1,1,0,-0.8193,0,-0.2725,0.3038
10615,7480,2007,69,0,204,6,1,0,79,23,11,97,390,40,16,6,1,2,8,10,4,1,17,3,3,0,1,0,0,-0.5523,0,0.3203,1.0234
10688,7482,2007,76,0,204,6,1,0,63,20,8,69,248,19,16,3,0,3,6,8,0,0,6,0,4,0,0,0,0,0.4482,0,1.2156,0.5885
10822,7497,2007,66,0,204,6,1,0,101,20,19,126,541,38,28,3,1,1,12,14,0,1,25,1,0,0,0,0,0,0.0906,0,-2.1465,0.6365
11161,7519,2007,65,0,204,6,1,0,326,103,46,393,1589,114,78,23,8,8,65,37,18,4,63,5,4,0,1,3,0,3.8409,0,2.2173,4.7583
11416,7526,2007,78,0,204,6,1,0,77,23,11,84,268,28,17,6,1,2,7,6,3,1,7,0,3,0,0,0,0,-0.2072,0,1.2278,0.9931
11483,7528,2007,74,0,204,6,1,0,1,0,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396,1,0.0,0.0371
11494,7529,2007,75,0,204,6,1,0,3,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1568,1,0.0,0.0413
11551,7534,2007,74,0,204,6,1,0,454,117,64,544,2466,133,115,16,2,10,63,67,2,1,82,1,11,0,3,5,0,1.6389,0,-5.0152,1.7984
11619,7540,2007,77,0,204,6,1,0,102,33,18,121,544,91,5,5,5,2,16,16,2,1,16,0,3,2,0,1,0,1.1091,0,1.8816,1.679
12680,7576,2007,79,0,204,6,1,0,254,70,30,295,1040,93,79,11,0,9,38,30,2,0,30,1,6,7,1,3,0,0.1849,0,-0.3235,0.4358
13192,7587,2007,73,0,204,6,1,0,173,51,15,200,827,122,18,6,2,9,31,32,1,2,26,2,8,0,1,0,0,1.3113,0,-0.43,1.3422
13263,7589,2007,80,0,204,6,1,0,34,6,6,38,151,43,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,-0.4775,0,-0.5085,-0.2231
13279,7591,2007,67,0,204,6,1,0,241,70,34,276,1002,78,61,14,2,7,29,36,4,1,29,5,12,0,5,1,0,0.1742,0,0.4836,1.2155
13389,7593,2007,65,0,204,6,1,0,19,6,4,21,68,41,0,1,0,2,5,5,0,0,2,0,0,0,0,0,0,0.4584,0,0.7632,0.4903
13443,7594,2007,65,0,204,6,1,0,454,120,67,511,2096,120,115,23,6,9,56,67,3,3,54,3,18,0,1,2,0,0.579,0,1.5946,3.3556
13653,7609,2007,72,0,204,6,1,0,304,84,37,349,1276,136,58,20,2,6,48,32,3,1,44,1,9,0,1,0,0,0.581,0,1.0057,2.2721
14187,7632,2007,68,0,204,6,1,0,79,17,9,89,393,73,4,4,0,1,4,6,0,0,7,1,4,0,2,1,0,-1.1653,0,-0.3695,-0.1439
14474,7637,2007,76,0,204,6,1,0,47,13,4,54,198,13,13,1,0,2,5,5,3,0,7,0,1,0,0,0,0,0.2056,0,0.8865,0.6399
14570,7645,2007,70,0,204,6,1,0,395,113,55,424,1438,100,95,23,1,3,47,39,5,6,26,1,17,0,1,2,0,-1.0831,0,2.6183,1.5577
14824,7650,2007,78,0,204,6,1,0,152,52,17,173,600,42,39,15,0,7,23,19,0,0,18,6,7,0,2,1,0,1.2733,0,-1.244,1.3068
14941,7651,2007,79,0,204,6,1,0,472,129,93,535,1948,123,120,41,6,18,76,64,14,6,58,2,20,0,1,4,0,1.4499,0,0.2432,4.3194
15052,7652,2007,69,0,204,6,1,0,468,112,86,513,1763,131,127,24,0,12,52,43,2,3,40,0,12,1,3,1,0,-0.6538,0,-5.4235,-0.6477
15238,7655,2007,74,0,204,6,1,0,165,44,19,179,612,55,38,10,1,3,20,27,2,2,13,0,8,0,0,1,0,-0.1887,0,0.3943,0.5653
15447,7658,2007,80,0,204,6,1,0,488,140,73,551,2049,131,114,39,6,8,72,51,25,7,60,2,10,0,0,3,0,3.2133,0,1.2128,3.9535
15804,7661,2007,75,0,204,6,1,0,469,131,65,528,1880,135,126,22,5,5,63,54,12,4,57,5,17,1,1,0,0,0.3796,0,-0.3623,2.1881
15866,7667,2007,79,0,204,6,1,0,423,101,62,475,1565,128,122,24,0,5,51,55,2,1,40,7,14,3,5,3,1,-1.7539,0,3.786,1.0012
15903,7668,2007,73,0,204,6,1,0,395,111,67,458,1954,127,112,28,2,9,45,61,2,0,54,3,7,0,4,5,0,3.6052,0,-4.592,2.6071
15942,7669,2007,73,0,204,6,1,0,9,2,1,9,39,11,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0063,0,0.0,-0.0478
15980,7670,2007,74,0,204,6,1,0,478,121,75,532,1862,134,119,18,4,26,60,78,4,2,38,0,9,7,8,1,0,0.3182,0,1.0576,1.16
16205,7672,2007,67,0,204,6,1,0,31,7,5,34,139,7,7,0,0,0,3,2,0,0,2,0,1,0,0,1,0,-0.3163,0,-1.0744,-0.2689
16259,7673,2007,70,0,204,6,1,0,63,19,12,68,252,51,11,2,0,2,4,10,0,0,5,0,3,0,0,0,0,-0.6208,0,-0.773,0.3249
16301,7674,2007,79,0,204,6,1,0,361,104,55,414,1661,107,93,22,9,8,55,67,36,5,38,4,5,3,9,3,0,2.8938,0,6.0355,4.0819
16356,7676,2007,67,0,204,6,1,0,343,91,68,419,2076,109,95,15,0,28,55,83,2,1,68,2,14,0,4,4,0,2.602,0,3.1448,4.6112
16549,7679,2007,74,0,204,6,1,0,179,48,25,201,721,66,45,10,0,8,26,30,0,0,19,1,8,0,2,1,0,-0.507,0,-0.4156,0.7261
16884,7686,2007,78,0,204,6,1,0,221,58,35,248,870,96,51,6,0,5,25,24,1,1,20,1,11,1,1,5,0,-1.6431,0,-1.1259,-0.4532
16975,7688,2007,74,0,204,6,1,0,135,37,21,158,570,43,42,5,0,2,15,14,1,0,22,2,8,1,0,0,0,-1.4905,0,0.8935,0.39
17052,7691,2007,71,0,204,6,1,0,397,105,63,433,1604,114,110,21,4,11,30,43,1,0,32,0,13,0,1,2,1,-0.3817,0,-2.1088,2.3909
17133,7695,2007,80,0,204,6,1,0,408,118,55,460,1715,117,107,15,4,13,56,59,25,12,45,1,11,3,3,1,0,0.5694,0,0.0976,3.603
17341,7697,2007,76,0,204,6,1,0,17,5,2,18,64,12,2,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0.1217,0,0.25,0.0624
17354,7697,2007,78,0,204,6,1,0,184,45,23,207,764,74,38,10,0,4,19,21,0,0,21,0,4,0,1,1,0,-0.2707,1,-1.8033,0.4591
17572,7701,2007,72,0,204,6,1,0,20,7,4,20,59,65,4,1,1,1,3,3,0,0,0,0,1,0,0,0,0,-0.0653,0,0.0,0.2502
17595,7702,2007,66,0,204,6,1,0,400,86,61,445,1709,125,110,16,6,6,41,39,5,2,40,2,8,1,3,1,0,-2.8442,0,1.1526,0.557
17623,7703,2007,73,0,204,6,1,0,442,126,50,491,1511,127,107,33,0,11,66,64,1,0,36,9,19,0,7,6,0,-0.4087,0,-0.8167,2.2549
17695,7704,2007,70,0,204,6,1,0,183,53,22,211,832,94,37,8,3,3,26,18,6,4,24,1,5,0,1,3,0,0.3849,0,-2.6939,0.8128
17756,7705,2007,73,0,204,6,1,0,91,21,13,97,305,84,6,5,0,3,11,14,4,0,6,3,2,0,0,0,0,-0.2512,0,0.304,-0.0812
17849,7707,2007,67,0,204,6,1,0,58,27,9,69,256,54,8,7,1,4,14,9,4,1,10,1,1,1,0,0,0,1.2789,0,-1.5585,1.4508
17997,7709,2007,78,0,204,6,1,0,206,57,33,220,723,89,61,6,0,4,19,24,0,0,12,2,6,0,1,1,0,-0.1044,0,-2.1629,-0.0493
18042,7710,2007,75,0,204,6,1,0,72,16,12,82,280,31,20,1,0,1,9,7,0,1,9,2,3,0,1,0,0,-0.3853,0,0.4251,-0.0361
18113,7713,2007,76,0,204,6,1,0,159,41,23,175,704,104,30,9,2,2,14,15,1,2,13,0,3,1,1,1,0,-0.5354,0,-0.5,0.4674
18422,7718,2007,66,0,204,6,1,0,36,6,9,40,155,35,5,0,0,0,0,2,1,0,3,1,3,0,1,0,0,-0.7003,0,0.055,-0.384
18516,7726,2007,66,0,204,6,1,0,34,9,5,39,161,36,0,1,1,0,7,4,0,1,5,0,0,0,0,0,0,0.139,0,2.461,0.39
18598,7728,2007,67,0,204,6,1,0,89,18,21,106,552,71,13,3,0,2,7,6,1,0,17,1,3,0,0,0,0,-0.3584,0,0.8401,0.3105
18935,7738,2007,78,0,204,6,1,0,131,20,22,147,490,72,48,3,0,0,6,4,1,2,12,0,9,3,1,0,0,-1.5549,0,0.0372,-1.4364
18941,7738,2007,71,0,204,6,1,0,3,1,0,3,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1983,1,0.1522,0.0655
19007,7741,2007,80,0,204,6,1,0,211,43,28,237,840,112,36,7,0,6,19,30,1,0,24,7,9,0,2,0,0,-1.2021,0,-3.5167,-1.0071
19028,7744,2007,69,0,204,6,1,0,254,71,45,288,1007,114,48,8,1,6,24,37,1,0,31,8,13,0,1,2,0,0.3478,0,-4.2015,0.4971
19055,7745,2007,68,0,204,6,1,0,296,84,39,341,1527,83,75,15,7,4,44,44,8,5,39,3,8,0,5,1,0,1.0808,0,-1.1114,1.8743
19115,7747,2007,78,0,204,6,1,0,57,10,11,65,317,37,9,3,0,2,6,6,0,0,7,3,1,0,1,0,0,-0.443,0,-0.738,-0.4745
19346,7757,2007,67,0,204,6,1,0,3,0,0,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,0,0.0,-0.0706
19350,7757,2007,78,0,204,6,1,0,30,6,5,35,155,34,0,1,1,0,3,2,0,0,5,0,0,0,0,0,0,-0.0168,1,0.4409,-0.0613
19375,7758,2007,65,0,204,6,1,0,135,43,21,157,793,76,25,7,2,3,20,27,0,3,20,1,3,0,1,1,0,1.5525,0,0.6324,1.1332
19407,7762,2007,68,0,204,6,1,0,93,26,19,108,389,36,29,4,1,5,16,13,0,0,13,0,5,1,0,1,0,0.1483,0,-2.9533,1.0838
19458,7764,2007,77,0,204,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
19473,7765,2007,69,0,204,6,1,0,347,83,59,374,1230,117,97,17,3,7,36,31,4,8,22,2,9,0,2,3,0,-2.2605,0,-0.5795,0.0199
19501,7767,2007,72,0,204,6,1,0,5,1,2,5,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,0,-0.5486,-0.1043
19504,7768,2007,66,0,204,6,1,0,19,9,0,20,44,24,0,1,0,1,4,6,0,0,1,0,2,0,0,0,0,0.7286,1,-0.0725,0.3789
19754,7771,2007,72,0,204,6,1,0,357,94,48,384,1377,127,72,18,3,9,38,49,2,2,24,0,13,0,3,0,0,-1.0779,0,-1.2574,0.0907
20110,7775,2007,70,0,204,6,1,0,323,96,45,364,1363,101,78,26,3,10,45,41,0,1,37,3,7,0,2,2,0,1.4143,0,1.5807,2.1591
20174,7776,2007,80,0,204,6,1,0,508,142,45,564,2037,135,122,21,1,12,64,63,2,2,49,2,15,0,5,2,0,-0.1004,0,0.1871,3.306
20403,7781,2007,66,0,204,6,1,0,136,38,27,148,470,87,17,5,1,1,17,11,0,0,10,2,2,0,2,0,0,-0.5334,0,-1.8349,0.0494
20432,7782,2007,65,0,204,6,1,0,440,142,46,483,1748,131,103,36,1,17,65,82,1,0,40,5,11,0,3,0,0,2.4925,0,-4.2283,3.2404
20584,7787,2007,68,0,204,6,1,0,46,17,6,49,188,20,13,4,0,2,7,7,0,0,3,0,2,0,0,0,0,-0.1674,0,-0.2101,0.5535
20650,7797,2007,75,0,204,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
20668,7805,2007,71,0,204,6,1,0,498,138,59,543,1880,120,120,25,0,24,74,76,0,0,41,2,24,0,2,2,0,2.1599,0,-6.3652,2.7287
