id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
131,61,2002,23,0,201,2,1,0,69,20,16,89,328,31,19,4,0,4,14,15,0,0,12,0,3,0,4,4,0,0.2766,0,-1.1643,0.6685
243,67,2002,19,0,201,2,1,0,364,88,88,449,1851,120,96,11,1,24,50,65,0,0,70,4,14,2,6,7,0,0.1767,0,-4.3464,2.3463
302,110,2002,20,0,201,2,1,0,138,23,36,176,734,41,41,0,0,8,17,15,1,0,36,2,3,0,0,2,0,-0.2986,0,-0.0266,1.1997
569,207,2002,29,0,201,2,1,0,319,70,80,377,1495,99,88,15,2,11,41,45,1,1,49,2,8,0,4,5,0,-0.8819,0,0.1819,0.5645
685,255,2002,19,0,201,2,1,0,11,2,2,15,63,49,0,0,0,1,3,4,0,0,3,0,0,0,1,0,0,0.226,0,-0.6822,0.0333
921,383,2002,32,0,201,2,1,0,413,85,120,514,2159,130,114,15,1,13,60,45,0,3,90,4,2,3,1,6,1,0.221,0,-2.4859,0.7235
948,391,2002,32,0,201,2,1,0,119,29,37,142,591,44,38,5,0,4,14,14,4,3,21,0,1,0,0,2,0,0.7766,0,-0.0544,0.3855
1063,464,2002,17,0,201,2,1,0,2,0,1,2,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282,1,0.0,-0.0668
1206,479,2002,19,0,201,2,1,0,9,2,0,10,23,36,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0797,0,0.0,0.0097
1284,485,2002,22,0,201,2,1,0,35,11,10,41,147,12,10,5,0,1,6,3,0,0,4,0,2,0,0,2,0,0.1828,0,0.2388,0.3425
1790,711,2002,21,0,201,2,1,0,15,1,4,20,81,19,1,0,0,1,3,3,0,0,4,0,2,0,0,1,0,-0.3814,0,0.0,0.0121
1824,755,2002,26,0,201,2,1,0,289,56,101,348,1313,83,79,12,1,13,40,45,1,1,42,3,6,0,4,13,0,-0.7904,0,-1.0983,0.6269
1946,856,2002,17,0,201,2,1,0,87,19,20,97,369,52,23,2,0,5,11,14,0,0,9,0,2,0,0,1,0,-0.1716,0,-0.2233,0.6542
1971,955,2002,22,0,201,2,1,0,186,36,35,236,1049,102,40,10,0,6,25,28,0,0,48,2,6,1,1,0,0,0.7146,0,0.793,1.0594
2310,1170,2002,29,0,201,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
2320,1207,2002,20,0,201,2,1,0,14,2,2,16,59,14,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.023,0,0.0,-0.2065
2342,1253,2002,25,0,201,2,1,0,351,70,58,411,1596,114,96,19,1,12,33,48,0,1,54,4,11,0,3,3,0,-0.4345,0,0.3208,0.4861
2354,1303,2002,25,0,201,2,1,0,196,40,44,214,728,58,52,7,1,5,18,23,1,0,16,1,4,0,1,1,0,-0.0073,0,0.1644,1.3054
2611,1356,2002,18,0,201,2,1,0,24,7,8,31,124,7,7,1,0,2,6,7,0,0,6,0,0,0,0,1,0,0.5098,0,0.0,0.3417
2622,1356,2002,29,0,201,2,1,0,105,20,20,124,411,29,29,4,0,6,12,22,2,0,14,0,5,2,1,2,0,1.5902,1,-0.0465,0.2755
2665,1381,2002,27,0,201,2,1,0,80,16,18,96,383,29,23,4,0,3,13,9,0,0,13,0,2,2,0,1,0,-0.2834,0,0.0568,0.2074
2752,1427,2002,18,0,201,2,1,0,93,15,17,103,373,32,22,1,0,0,8,8,0,0,10,0,4,0,0,0,0,-0.1932,0,-1.1557,-0.808
2793,1429,2002,31,0,201,2,1,0,403,98,78,454,1473,116,104,23,0,10,42,57,3,1,31,2,8,3,4,13,0,-0.2012,0,3.6188,1.7015
3012,1608,2002,27,0,201,2,1,0,32,4,3,39,127,44,8,0,0,1,5,4,1,0,6,1,1,0,1,0,0,-0.0723,0,0.0605,-0.0238
3028,1658,2002,20,0,201,2,1,0,118,26,19,133,469,62,25,4,1,1,11,10,1,2,11,0,0,2,1,1,0,-0.8313,0,2.7399,0.1845
3176,1709,2002,17,0,201,2,1,0,85,13,22,109,475,55,16,3,0,1,11,8,0,0,23,2,0,0,0,1,0,-0.5388,0,1.3532,0.0026
3204,1728,2002,19,0,201,2,1,0,28,9,5,32,127,14,8,2,0,0,3,5,0,0,2,0,1,2,0,0,0,0.437,0,-0.766,0.1687
3243,1775,2002,27,0,201,2,1,0,431,75,178,581,2742,141,136,10,1,23,75,81,1,1,135,2,19,0,5,9,1,0.6198,0,-4.8035,1.8836
3334,1908,2002,21,0,201,2,1,0,161,32,50,185,699,98,38,2,1,4,22,13,2,0,20,0,1,2,0,2,0,-0.3279,0,3.0357,-0.2025
3525,1988,2002,19,0,201,2,1,0,417,76,115,447,1555,122,119,10,1,13,39,45,1,1,29,0,9,0,0,1,0,-2.5059,0,-2.3122,0.8587
3550,2065,2002,21,0,201,2,1,0,383,69,84,446,1652,134,134,16,3,4,40,32,7,5,51,0,12,5,1,6,0,-2.0936,0,-1.3396,-1.4745
3640,2362,2002,17,0,201,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
3650,2406,2002,21,0,201,2,1,0,459,103,116,509,1817,133,133,14,1,3,40,32,1,1,35,0,19,10,1,4,0,-4.1263,0,-5.4438,-3.0016
3720,2514,2002,17,0,201,2,1,0,266,70,87,305,1206,110,62,12,1,18,40,49,0,1,37,5,5,0,0,2,0,0.7837,0,-0.839,1.9441
3972,2550,2002,19,0,201,2,1,0,141,28,44,162,644,47,35,3,1,3,14,19,0,0,19,0,4,1,0,1,0,-0.4296,0,-1.8003,-0.5285
4041,2566,2002,23,0,201,2,1,0,141,29,19,155,519,88,30,7,0,4,15,20,3,1,13,1,1,0,1,0,0,-0.933,0,0.9847,0.3245
4170,2621,2002,21,0,201,2,1,0,504,118,133,618,2532,132,132,17,5,13,65,52,7,7,96,0,1,11,0,7,0,1.6999,0,3.3076,2.2596
4256,2625,2002,17,0,201,2,1,0,55,11,16,67,293,24,14,2,0,4,9,11,1,0,11,0,2,0,1,0,0,-0.2761,0,1.1217,0.8239
4363,2641,2002,28,0,201,2,1,0,422,83,93,487,1790,123,121,13,0,9,44,44,8,2,44,0,9,8,2,11,0,-2.4615,0,0.6254,-0.2965
4387,2644,2002,19,0,201,2,1,0,108,21,32,126,454,61,28,4,0,2,16,16,2,1,16,0,2,2,0,0,0,-0.6599,0,1.1569,0.4379
4434,2675,2002,30,0,201,2,1,0,241,56,58,297,1066,88,61,6,9,6,37,44,4,2,37,5,5,6,2,11,0,1.2106,0,-0.2742,0.9821
